"clbid","credits","crsid","department","description","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","max_fy","max_jr","max_so","max_sr","name","notes","number","offerings","pn","prerequisites","section","semester","status","term","title","type","year"
"0000170363","1.0","0000000172","BIO","Specific topics announced prior to each term are based on student interests and available staff. Class work includes comprehensive review of literature on the specific topic. Class meetings present topics in discussion format. May be repeated if topic is different. Also counts toward environmental studies major (all emphases) and concentration when taught with environmental science focus and approved by chair. Prerequisites: vary.","0","0","0","0","0","","Muthukrishnan, Ranjan","{'fsnum': '9002460', 'name': 'Muthukrishnan, Ranjan'}","300","10","0","","0","","Top: Ethics in Biology & Conservat","Open to Juniors and Seniors only.","391","{'day': 'Tu', 'end': '14:00', 'location': 'RNS 356A', 'start': '23:00'};{'day': 'Th', 'end': '14:00', 'location': 'RNS 356A', 'start': '23:00'};{'day': 'Fr', 'end': '14:00', 'location': 'RNS 356A', 'start': '23:00'}","False","Prerequisites: vary.","B","2","O","20262","Selected Topics","Topic","2026"
"0000170360","1.0","0000000172","BIO","Specific topics announced prior to each term are based on student interests and available staff. Class work includes comprehensive review of literature on the specific topic. Class meetings present topics in discussion format. May be repeated if topic is different. Also counts toward environmental studies major (all emphases) and concentration when taught with environmental science focus and approved by chair. Prerequisites: vary.","0","0","0","0","0","","Listenberger, Laura","{'fsnum': '21061', 'name': 'Listenberger, Laura'}","300","10","0","","0","","Top: Cellular Mechanisms of Disease","Open to Juniors and Seniors only.","391","{'day': 'Mo', 'end': '12:40', 'location': 'RNS 284', 'start': '22:40'};{'day': 'Tu', 'end': '12:40', 'location': 'RNS 284', 'start': '22:40'};{'day': 'We', 'end': '12:40', 'location': 'RNS 284', 'start': '22:40'};{'day': 'Th', 'end': '12:40', 'location': 'RNS 284', 'start': '22:40'};{'day': 'Fr', 'end': '12:40', 'location': 'RNS 284', 'start': '22:40'}","False","Prerequisites: vary.","C","2","O","20262","Selected Topics","Topic","2026"
"0000170157","1.0","0000035229","BIO","Teams of science, engineering, nursing, and economics students research the potential for commercialization of a novel medical technology. Students gain experience with medical procedures, market research, the FDA approval process, financial analysis, the health insurance industry, business ethics, intellectual property law, and human subjects research ethics. At the end of this practicum, students write a business plan and deliver a professional presentation of their recommendations to staff at the partner company, investment group, or medical organization. Offered annually during January Term. Does not count toward biology major. Prerequisite: permission of instructor.","0","0","0","0","0","OEP","Oenning, Darin J.","{'fsnum': '9005292', 'name': 'Oenning, Darin J.'}","300","10","","","","","Biomedical Innovation Scholars Prog","","395","{'day': 'Mo', 'end': '15:30', 'location': 'RNS 226', 'start': '13:30'};{'day': 'Tu', 'end': '15:30', 'location': 'RNS 226', 'start': '13:30'};{'day': 'We', 'end': '15:30', 'location': 'RNS 226', 'start': '13:30'};{'day': 'Th', 'end': '15:30', 'location': 'RNS 226', 'start': '13:30'};{'day': 'Fr', 'end': '15:30', 'location': 'RNS 226', 'start': '13:30'};{'day': 'Mo', 'end': '10:00', 'location': 'RNS 226', 'start': '08:00'};{'day': 'Tu', 'end': '10:00', 'location': 'RNS 226', 'start': '08:00'};{'day': 'We', 'end': '10:00', 'location': 'RNS 226', 'start': '08:00'};{'day': 'Th', 'end': '10:00', 'location': 'RNS 226', 'start': '08:00'};{'day': 'Fr', 'end': '10:00', 'location': 'RNS 226', 'start': '08:00'};{'day': 'Mo', 'end': '12:40', 'location': 'RNS 226', 'start': '22:40'};{'day': 'Tu', 'end': '12:40', 'location': 'RNS 226', 'start': '22:40'};{'day': 'We', 'end': '12:40', 'location': 'RNS 226', 'start': '22:40'};{'day': 'Th', 'end': '12:40', 'location': 'RNS 226', 'start': '22:40'};{'day': 'Fr', 'end': '12:40', 'location': 'RNS 226', 'start': '22:40'}","False","permission of instructor.","","2","O","20262","Biomedical Innovation Scholars Program","Research","2026"
"0000170298","1.0","0000041403","BMOLS","In this second course of the Molecular Discovery Learning Community, students build on the content and research skills introduced in the first course (FYS120: Molecular Discovery I) while engaging in a laboratory-based research project. This course emphasizes experimental design, molecular techniques, and data analysis. Offered annually during January term. Prerequisite: FYS 120, section entitled Molecular Discovery I.","0","0","0","0","0","","Bowers, Lisa M.","{'fsnum': '23548', 'name': 'Bowers, Lisa M.'}","100","19","","","","","Molecular Discovery II","Register by permission of the professor.","111","{'day': 'Mo', 'end': '15:00', 'location': 'RNS 398', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'RNS 398', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'RNS 398', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'RNS 398', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'RNS 398', 'start': '13:00'};{'day': 'Mo', 'end': '12:00', 'location': 'RNS 398', 'start': '22:40'};{'day': 'Tu', 'end': '12:00', 'location': 'RNS 398', 'start': '22:40'};{'day': 'We', 'end': '12:00', 'location': 'RNS 398', 'start': '22:40'};{'day': 'Th', 'end': '12:00', 'location': 'RNS 398', 'start': '22:40'};{'day': 'Fr', 'end': '12:00', 'location': 'RNS 398', 'start': '22:40'}","False","FYS 120, section entitled Molecular Discovery I.","","2","O","20262","","Research","2026"
"0000170219","1.0","0000038378","BUS","This introductory course focuses on managerial decision making and problem solving. Students gain a foundation on which to build deeper understanding across the different business disciplines, including accounting and finance, marketing, and entrepreneurship. This course includes case studies and practical assignments to understand the key management skills, tools, and frameworks involved in starting, running, growing and adapting a successful business in the context of a rapidly changing technological, competitive, and consumer environment. Offered each semester.","0","0","0","0","0","","Baumann, Kelsey","{'fsnum': '34056', 'name': 'Baumann, Kelsey'}","100","35","","0","","0","Fundamentals of Business","Open to first-year and sophomore students only.","110","{'day': 'Mo', 'end': '10:00', 'location': 'HH 111', 'start': '08:00'};{'day': 'Tu', 'end': '10:00', 'location': 'HH 111', 'start': '08:00'};{'day': 'We', 'end': '10:00', 'location': 'HH 111', 'start': '08:00'};{'day': 'Th', 'end': '10:00', 'location': 'HH 111', 'start': '08:00'};{'day': 'Fr', 'end': '10:00', 'location': 'HH 111', 'start': '08:00'}","False","False","","2","O","20262","","Research","2026"
"0000172114","1.0","0000033676","BUS","In an age of information overload, stories can rise above the noise. Effective organizational storytelling helps to engage an intended community on a meaningful and emotional level. Students will explore the craft of storytelling and study a variety of media (analogue and digital) on which the story can be delivered. The course will include case study analysis, group work and client-based projects. Offered annually. Prerequisite: sophomore status or above.","0","0","0","0","0","ORC","Christie, Sian E.","{'fsnum': '16804', 'name': 'Christie, Sian E.'}","200","35","0","","","","Organizational Storytelling","Not open to first-year students.                                                ;This course includes an academic civic engagement (ACE) component.","201","{'day': 'Mo', 'end': '12:40', 'location': 'TBA', 'start': '22:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TBA', 'start': '22:40'};{'day': 'We', 'end': '12:40', 'location': 'TBA', 'start': '22:40'};{'day': 'Th', 'end': '12:40', 'location': 'TBA', 'start': '22:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TBA', 'start': '22:40'}","False","sophomore status or above.","","2","O","20262","","Research","2026"
"0000170173","1.0","0000041755","BUS","This intensive January term course empowers students to design a career path rooted in self-awareness and adaptability. Through a blend of introspective exercises, hands-on workshops, and real-world simulations, participants uncover their core values, strengths, and passions while learning to articulate their unique value in the evolving business and professional landscapes. Not open to first year students. Does not count toward the finance or management area of emphasis within economics major, or the business and management studies concentration. Prerequisite: sophomore standing or above.","0","0","0","0","0","","Bullert, Anne","{'fsnum': '9005315', 'name': 'Bullert, Anne'}","200","35","0","","","","Business Career Compass","Not open to first-year students.","253","{'day': 'Mo', 'end': '12:40', 'location': 'OM 010', 'start': '22:40'};{'day': 'Tu', 'end': '12:40', 'location': 'OM 010', 'start': '22:40'};{'day': 'We', 'end': '12:40', 'location': 'OM 010', 'start': '22:40'};{'day': 'Th', 'end': '12:40', 'location': 'OM 010', 'start': '22:40'};{'day': 'Fr', 'end': '12:40', 'location': 'OM 010', 'start': '22:40'}","False","sophomore standing or above.","","2","O","20262","","Research","2026"
"0000171965","1.0","0000040257","BUS","Students develop the skills to translate business concepts into practical financial models using Microsoft Excel. They gain a strong foundation in fundamental Excel functions, formulas, and techniques, and learn how to apply them to real-world business scenarios. The course provides aptitudes that are important for upper-level business courses, as well as internships. Offered annually. Prerequisite: BUS 225 and sophomore status or above, or permission of instructor.","0","0","0","0","0","","Osell, Shawn A.","{'fsnum': '9002958', 'name': 'Osell, Shawn A.'}","200","35","0","","","","Business Modeling in Excel","Not open to first-year students.","266","{'day': 'Mo', 'end': '10:00', 'location': 'TBA', 'start': '08:00'};{'day': 'Tu', 'end': '10:00', 'location': 'TBA', 'start': '08:00'};{'day': 'We', 'end': '10:00', 'location': 'TBA', 'start': '08:00'};{'day': 'Th', 'end': '10:00', 'location': 'TBA', 'start': '08:00'};{'day': 'Fr', 'end': '10:00', 'location': 'TBA', 'start': '08:00'}","False","BUS 225 and sophomore status or above, or permission of instructor.","","2","O","20262","","Research","2026"
"0000172313","1.0","0000043118","CHEM","","0","0","0","0","0","","Kerr, Evan W.","{'fsnum': '9005182', 'name': 'Kerr, Evan W.'}","0","24","","","","","Placeholder Course","","1","{'day': 'Mo', 'end': '12:40', 'location': 'TBA', 'start': '22:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TBA', 'start': '22:40'};{'day': 'We', 'end': '12:40', 'location': 'TBA', 'start': '22:40'};{'day': 'Th', 'end': '12:40', 'location': 'TBA', 'start': '22:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TBA', 'start': '22:40'};{'day': 'Mo', 'end': '16:00', 'location': 'TBA', 'start': '13:30'};{'day': 'We', 'end': '16:00', 'location': 'TBA', 'start': '13:30'}","False","","","2","O","20262","","Research","2026"
"0000172117","1.0","0000000198","CHEM","Students study the structure, bonding, and reactions of compounds containing metal-carbon bonds. Special topics include applications of organometallic chemistry to the synthesis of organic compounds, homogeneous catalysis, and biochemistry. Examples illustrate organometallic chemistry as a bridge between organic and inorganic chemistry. Students use bibliographic and electronic searching software to prepare research papers based on the current literature. Offered alternate years during January term (next time 2027). Prerequisite: CHEM 247.","0","0","0","0","0","WAC","Brezny, Anna","{'fsnum': '33949', 'name': 'Brezny, Anna'}","200","12","","","","","Organometallic Chem","","252","{'day': 'Mo', 'end': '12:40', 'location': 'TBA', 'start': '22:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TBA', 'start': '22:40'};{'day': 'We', 'end': '12:40', 'location': 'TBA', 'start': '22:40'};{'day': 'Th', 'end': '12:40', 'location': 'TBA', 'start': '22:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TBA', 'start': '22:40'}","False","CHEM 247.","","2","O","20262","Organometallic Chemistry","Research","2026"
"0000172118","1.0","0000020059","CHEM","This course introduces the fundamentals of bioanalytical chemistry and the application of modern analysis techniques to biological samples. Current clinical applications and examples of biological problems supplement lecture material. Daily lectures are closely integrated with laboratory experiences. Topics include different types of chromatography used to separate biological mixtures in various ways, 1D- and 2D-gel electrophoresis, capillary electrophoresis, radiochemical and immunological assays, centrifugation techniques, and biological mass spectrometry. Offered during January Term in alternate years (next time 2027). Prerequisites: CHEM 255 or CHEM 379 or permission of instructor.","0","0","0","0","0","IST;NSC;SED","Beussman, Douglas J.","{'fsnum': '15745', 'name': 'Beussman, Douglas J.'}","300","12","","","","","Bioanalytic Chemistry","","384","{'day': 'Mo', 'end': '12:40', 'location': 'TBA', 'start': '22:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TBA', 'start': '22:40'};{'day': 'We', 'end': '12:40', 'location': 'TBA', 'start': '22:40'};{'day': 'Th', 'end': '12:40', 'location': 'TBA', 'start': '22:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TBA', 'start': '22:40'}","False","Prerequisites: CHEM 255 or CHEM 379 or permission of instructor.","","2","O","20262","Bioanalytical Chemistry","Research","2026"
"0000171808","1.0","0000000229","CLASS","With their tales of shape-shifting, vengeance, heroic quests, and tragic turns of fortune, the myths of the ancient Greeks and Romans have long inspired artists, poets, and philosophers. Even today, they continue to influence how human beings view the world and interact with one another. In this course students read thought-provoking stories about gods, heroes, and mortals, explore them in their original contexts, and investigate their connections with modern times and with students' own experiences. Offered annually during January term.","0","0","0","0","0","ALS-L;CRE","Merrill, Frances","{'fsnum': '9006334', 'name': 'Merrill, Frances'}","100","25","","","","","Greek & Roman Myth-Tr","","120","{'day': 'Mo', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'TBA', 'start': '13:00'}","False","False","","2","O","20262","Greek and Roman Myth","Research","2026"
"0000171809","1.0","0000030088","CLASS","This course entails a careful reading of the Iliad and Odyssey - two of the earliest and most influential epics of human history - with attention to their Greek historical and cultural contexts. The course then explores some of the many reincarnations of Homer's epics in later generations, from Monteverdi's opera Return of Ulysses to David's painting Anger of Achilles to the Coen brothers' film O Brother, Where Art Thou? Offered periodically during January term.","0","0","0","0","0","ALS-L;CRE","Moench, Peter","{'fsnum': '9002374', 'name': 'Moench, Peter'}","100","25","","","","","The Many Faces of Homer","","124","{'day': 'Mo', 'end': '12:40', 'location': 'TBA', 'start': '22:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TBA', 'start': '22:40'};{'day': 'We', 'end': '12:40', 'location': 'TBA', 'start': '22:40'};{'day': 'Th', 'end': '12:40', 'location': 'TBA', 'start': '22:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TBA', 'start': '22:40'}","False","False","","2","O","20262","","Research","2026"
