"clbid","credits","crsid","department","description","enrolled","firstyear","gereqs","groupid","grouptype","instructors","junior","learningmode","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","title","type","year"
"0000138526","1.0","0000000104","BIO","Issues of women's biology including views of the evolving female and biological determinism are examined. Core material covers anatomy, development, the biological basis of gender, reproduction, sexual response, the menstrual cycle and aging, and aspects of women's health such as eating disorders, cancers, and hormonal treatments. Students participate in significant amounts of group work and oral presentation. The course is open to both men and women. Offered during Interim. Also counts toward women's and gender studies major and concentration.","23","5/6","NTS","0000000104","","Beth Pettitt","6/6","S","100","24","The Biology of Women","This course has class-year limits.","124","{'day': 'Mo', 'end': '10:00', 'location': 'RNS 190', 'start': '09:00'};{'day': 'Tu', 'end': '10:00', 'location': 'RNS 190', 'start': '09:00'};{'day': 'Th', 'end': '10:00', 'location': 'RNS 190', 'start': '09:00'};{'day': 'Fr', 'end': '10:00', 'location': 'RNS 190', 'start': '09:00'};{'day': 'Mo', 'end': '12:00', 'location': 'RNS 190', 'start': '10:40'};{'day': 'Tu', 'end': '12:00', 'location': 'RNS 190', 'start': '10:40'};{'day': 'Th', 'end': '12:00', 'location': 'RNS 190', 'start': '10:40'};{'day': 'Fr', 'end': '12:00', 'location': 'RNS 190', 'start': '10:40'}","False","False","","2","4/6","8/6","O","20212","","Research","2021"
"0000138529","1.0","0000001326","SPAN","Through exploring the material and human diversity of the Spanish-speaking world and important connections among the United States, the Spanish-speaking countries of Latin America, and Spain, students develop increasingly complex skills for analyzing and communicating in Spanish. An examination of geography, environmental challenges and solutions, development, demographic changes, and ethnic diversity highlights the intersection of cultural, economic, and environmental realities. Required attendance at three conversation tables. This intermediate I-level Spanish course is offered each semester and during Interim. Does not count toward Spanish major. Prerequisite: SPAN 112 or placement into SPAN 231.","18","9/10","","","","Gwen Barnes-Karol","","S","200","18","The U.S. and Spanish-Speaking World","Open to all students who meet the prerequisites. Prerequisite: completion of;Spanish placement test or preceding course. Open to a limited number of;first-year students.","231","","False","SPAN 112 or placement into SPAN 231.","","2","","","C","20212","Intercultural Connections in Global Wrld: U.S. & Spanish-Speaking Wrld","Research","2021"
"0000138530","1.0","0000000114","BIO","Why do biologists do what they do? How is biology actually done? Students investigate the reasons biological science is done the way it is today. Includes laboratory component. Students have the opportunity to design and perform their own experiments while learning the process of scientific investigation. Designed primarily for non-majors. Offered during Interim.","23","5/6","NTS","0000000114","","John Giannini","7/6","S","100","24","Thinking & Doing Bio","Students in Bio 135 must also register for lab Bio 135 L.;This course has class-year limits.","135","","False","False","","2","5/6","6/6","O","20212","Thinking and Doing Biology","Research","2021"
"0000138531","0.0","0000000115","BIO","","23","5/6","","0000000114","","John Giannini","7/6","S","100","24","Thinking & Doing Bio Lab","","135","","False","False","","2","5/6","6/6","O","20212","","Lab","2021"
"0000138548","1.0","0000000339","EDUC","This program provides an opportunity for students to gain direct teaching experience by serving as an intern for a teacher in a Minneapolis/St. Paul public school. The Interim will heighten students' sensitivities to the complexities of multicultural, urban education and provide exposure to models used to foster educational and personal success in diverse student populations. On/off-campus orientation will be followed by four weeks of full-time work in a classroom with a host teacher and participation in weekly seminars with the college instructor. Reading assignments, reflective journals, and guest speakers will complement the experience. Fulfills EDUC 382: Human Relations requirement. P/N only. Offered during Interim. Apply through the Education Department by Oct.15. Also counts toward race and ethnic studies major and concentration. Prerequisites: EDUC 330 or permission of instructor.","30","0/0","PAR","","","Rosemary A. Pfarr-Baker","","S","300","32","Urban Education Practicum & Seminar","Admission by application.;Open to Juniors and Seniors only.;Prerequisite: EDUC 330","379","","True","Prerequisites: EDUC 330 or permission of instructor.","","2","","0/0","C","20212","Urban Education Practicum and Seminar","Research","2021"
"0000138549","1.0","0000000308","EDUC","In this course, students examine how schools and communities in the Twin Cities interact to provide support and developmental opportunities for school-age children. Through lectures, readings, discussions, field trips, and in-school and co-curricular placements, students gain an understanding and awareness of how race, class, ethnicity, national origin, and gender shape the complex character of urban youth and schools. Students spend one week in orientation activities on campus and two weeks in the Twin Cities. During the time in the Twin Cities, St. Olaf students participate as tutors and classroom assistants during the school day and then assist in various after-school and community programs. The last week of Interim is spent back on campus discussing the experience. P/N only. Preference given to first-year students but all students may apply. Offered during Interim. Apply through the Education Department. Also counts toward race and ethnic studies major and concentration.","16","","OEP","","","Courtney A. Humm","","S","100","24","Urban Schools and Communities","This course is open to all students. (International students must be sophomores,;juniors, or seniors as CPT approval is required).","170","","True","False","","2","","","O","20212","","Research","2021"
"0000138553","1.0","0000034802","PSCI","This course combines job-shadowing, panel discussions, and a seminar. Students work with two different D.C.-area employers (primarily in government and advocacy sectors). Daily seminars analyze these vocational experiences as they relate to scholarship on political efficacy, motivation, and ethics. Students also receive an introduction to the breadth of career opportunities available in D.C. through panel discussions and networking. Offered annually during Interim. Apply through International and Off-Campus Studies. Also counts toward international relations concentration","18","","","","","Katherine S. Tegtmeyer Pak;Kris Thalhammer","","S","200","32","Washington D.C. Politics Practicum","The practicum portions of the course will be taught virtually.","297","","False","False","","2","","","O","20212","Washington D.C. Politics and Intl Relations Practicum","Research","2021"
"0000138556","1.0","0000021601","SCICN","This course engages students in scientific inquiry while investigating its broader significance. Students perform experiments from a variety of disciplines to encounter landmark ideas and to investigate the range of quantitative approaches used to proceed from raw data to conclusions. The human ability to recognize patterns and develop models is examined to understand scientific methods and to assess the power, limits, and current status of the natural and behavioral sciences. Offered annually during Interim. Prerequisite: SCICN 213.","10","","NTS","","","Charles Jr. Umbanhowar","","S","200","24","Well-Ordered Universe","Open to Science Conversation students only.","215","{'day': 'Mo', 'end': '12:00', 'location': 'OM 310', 'start': '10:40'};{'day': 'Tu', 'end': '12:00', 'location': 'OM 310', 'start': '10:40'};{'day': 'We', 'end': '12:00', 'location': 'OM 310', 'start': '10:40'};{'day': 'Th', 'end': '12:00', 'location': 'OM 310', 'start': '10:40'};{'day': 'Mo', 'end': '15:30', 'location': 'RNS 440', 'start': '13:30'};{'day': 'Tu', 'end': '15:30', 'location': 'RNS 440', 'start': '13:30'};{'day': 'We', 'end': '15:30', 'location': 'RNS 440', 'start': '13:30'};{'day': 'Th', 'end': '15:30', 'location': 'RNS 440', 'start': '13:30'}","False","SCICN 213.","","2","","","C","20212","The Well-Ordered Universe: Patterns and Models in Science","Research","2021"
"0000139980","1.0","0000000305","CSCI","Class members participate in undergraduate research, including readings from the research literature, team development of project software, ethical analysis of their project applying CSCI 263 principles, documentation practices, and writing a research paper for public presentation. Offered annually. Prerequisites: major in computer science with senior standing, and completion of or concurrent enrollment in computer science core courses, ordinarily including CSCI 253 and CSCI 263, or permission of instructor.","12","0/0","","","","Richard Brown","4/0","S","300","10","Sem: Senior Capstone","Open only to seniors.","390","","False","Prerequisites: major in computer science with senior standing, and completion of or concurrent enrollment in computer science core courses, ordinarily including CSCI 253 and CSCI 263, or permission of instructor.","","2","7/10","1/0","C","20212","Senior Capstone Seminar","Seminar","2021"
"0000140007","1.0","0000033779","ENGL","This course examines a number of foundational texts of the medieval legend of King Arthur, focusing on key motifs such as the quest and love triangle, main characters, and genres. Students explore the specific social contexts that produced these works and select modern versions that reveal the perennial appeal of the Arthurian myth. Offered periodically. Prerequisite: FYW.","18","","WAC","","","Karen Cherewatuk","","S","200","18","Arthurian Legend and Literature","","243","","False","FYW.","","2","","","C","20212","","Research","2021"
"0000140008","1.0","0000021510","ENGL","In addition to the traditional practices of literary study, cross-disciplinary courses include materials from at least one other academic discipline, requiring students to compare and combine disciplinary perspectives in literary analysis. Examples of courses taught under this heading might include Literature and Politics; Religion and the Novel; Philosophical Approaches to Literature. May be repeated if topic is different. Offered periodically. Prerequisite: FYW.","16","","","","","Karen E. Marsalek","","S","200","30","Top: Shakespeare and Film","","260","","False","FYW.","","2","","","O","20212","Topics in Cross-Disciplinary Literary Study","Topic","2021"
"0000140009","1.0","0000000425","ENGL","Through nonfiction, fiction, and poetry, students explore the complex relations between humans and the ""natural"" world. Students consider questions such as the following: What does it mean to be connected to a landscape? What is a sense of place? Students also reflect on how they and the writers they read put landscape into language. Also counts toward envionmental studies major (all emphases) and concentration. Prerequisite: FYW.","22","","","","","Mark Allister","","S","200","30","Literature & the Environment","","276","","False","FYW.","","2","","","O","20212","Literature and the Environment","Research","2021"
"0000140010","1.0","0000022130","ENGL","These courses emphasize the study of literature united by specific formal elements rather than by theme, topic, historical period, or national origin. The genre studied may be broad, such as narrative fiction, or narrowly defined, such as the elegy. The course focuses on the study of literature through a critical exploration of form. May be repeated if topic is different. Prerequisite: FYW.","28","","","","","Björn Nordfjörd","","S","200","30","Top: The Western","","280","","False","FYW.","A","2","","","O","20212","Topics in Genre","Topic","2021"
"0000140011","1.0","0000025190","ENGL","This course gives students a hands-on opportunity to develop their use of writing strategies and technologies appropriate to workplaces. Course themes include workplace practices, professional ethics, technology resources, promotional resources, and writing on behalf of an organization. Students create individual and collaborative projects including employment documents, proposals, brochures, memos, and other professional genres. Through case studies, readings, and/or client-based projects, students analyze writing practices in a range of professional settings. Offered periodically. Also counts toward management studies concentration. Prerequisite: FYW.","20","","WAC","","","Ryan C. Eichberger","","S","200","18","Professional and Business Writing","","287","","False","FYW.","","2","","","C","20212","","Research","2021"
"0000140012","1.0","0000001327","SPAN","Students explore the diverse cultural histories and identities of Mexican-Americans, Cuban-Americans, and Puerto Ricans (among other Latinx groups) by considering how ethnicity, race, language, gender, and social class manifest themselves in U.S. histories of citizenry, immigration, economy, and education through generations of Latinxs. Class activities foster analysis of historical and autobiographical texts to reflect on how power and privilege intersect and shape students' own experiences. Attendance at cultural events required. This intermediate II-level Spanish course is offered every semester and during Interim. Does not count toward Spanish major. Prerequisite: SPAN 231 or placement.","18","","PAR;WLC","","","León Narváez","","S","200","20","Latinx Experiences in United States","Open to all students who meet the prerequisites. Prerequisite: completion of;Spanish placement test or preceding course.","232","","False","SPAN 231 or placement.","A","2","","","O","20212","Latinx Experiences in the United States","Research","2021"
"0000140083","1.0","0000001289","SOAN","This course helps students explore the connections between society and their own lives. Students answer challenging questions such as ""Do we have a 'human nature'?,"" ""Why does social inequality exist?,"" ""What is race?,"" and ""How do societies change?"" In answering these questions students learn to develop a sociological imagination. In doing so they review the various research methods and theories that form the sociological tradition. This course is open to first-year students or students in certain accredited programs. Open to all students when taught during the summer. Offered each semester. Also counts toward race and ethnic studies and women's and gender studies majors and women's and gender studies concentration.","12","","PAR;SCS","","","Marc David","0/0","S","100","20","Intro to Sociology","For Race Matters students only.","121","","False","False","","2","0/0","0/0","C","20212","Introduction to Sociology","Research","2021"
"0000140084","1.0","0000021523","SOAN","The department periodically offers special topics courses. The specific title of the course is listed in the class and lab schedule when it is offered.","11","","","","","Thomas A. Williamson","","S","200","14","Top: Life on Campus","Course involves several day trips to other campuses. Students will be gone all;day and return to campus by 4:00 on these days.","299","{'day': 'Mo', 'end': '12:40', 'location': 'HH 429', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'HH 429', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'HH 429', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'HH 429', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'HH 429', 'start': '10:40'};{'day': 'Mo', 'end': '15:00', 'location': 'HH 429', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'HH 429', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'HH 429', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'HH 429', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'HH 429', 'start': '13:00'}","False","False","","2","","","O","20212","Topics in Sociology/Anthropology","Topic","2021"
"0000140113","1.0","0000000198","CHEM","Students study the structure, bonding, and reactions of compounds containing metal-carbon bonds. Special topics include applications of organometallic chemistry to the synthesis of organic compounds, homogeneous catalysis, and biochemistry. Examples illustrate organometallic chemistry as a bridge between organic and inorganic chemistry. Students use bibliographic and electronic searching software to prepare research papers based on the current literature. Offered during Interim. Prerequisite: CHEM 247.","12","","","","","Elodie Marlier","","S","200","12","Organometallic Chem","","252","","False","CHEM 247.","","2","","","C","20212","Organometallic Chemistry","Research","2021"
"0000140114","1.0","0000031592","CHEM","In this course students gain an appreciation for the drug development process, including how natural products are isolated and utilized as starting points for drug development, how molecular structure relates to biological activity, and how research into the mechanism of disease leads to the targeted development of drugs. Offered alternate years during Interim. Also counts toward biomolecular science concentration. Prerequisite: CHEM 248.","14","","","","","Robert Hanson","","S","300","12","Medicinal Chemistry","","360","","False","CHEM 248.","","2","","","C","20212","","Research","2021"
"0000140115","1.0","0000000367","DANCE","An introduction to world dance traditions, this course examines dance forms, functions, contexts, and differing aesthetics found in selected cultures of Africa, Asia, Europe, the Middle East, the South Pacific, and the Americas. The course includes lectures, discussion, video-viewing, and required field-trips to dance events, in addition to studio experiences where students learn dances from the cultures studied. No previous dance experience required. Ticket/transportation fee required. Offered alternate years during Interim.","21","","GHS","","","Anne von Bibra","","S","100","22","World Dance Tradition","","124","{'day': 'Mo', 'end': '12:00', 'location': 'CAD 305', 'start': '10:40'};{'day': 'Tu', 'end': '12:00', 'location': 'CAD 305', 'start': '10:40'};{'day': 'Th', 'end': '12:00', 'location': 'CAD 305', 'start': '10:40'};{'day': 'Fr', 'end': '12:00', 'location': 'CAD 305', 'start': '10:40'};{'day': 'Mo', 'end': '15:00', 'location': 'CAD Studio 1', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'CAD Studio 1', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'CAD Studio 1', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'CAD Studio 1', 'start': '13:00'}","False","False","","2","","","O","20212","World Dance Traditions","Research","2021"
"0000140202","1.0","0000000765","MSCS","Students work in groups on substantial problems posed by, and of current interest to, area businesses and government agencies. The student groups decide on promising approachesto their problem and carry out the necessary investigations with minimal faculty involvement. Each group reports the results of its investigations with a paper and an hour-long presentation to the sponsoring organization. Offered annually during Interim. Prerequisite: Permission of instructor.","13","","OEP","","","Paul J. Roback;David P. Walmsley","","S","300","15","Mathematics Practicum","Enrollment by permission of instructors only;This course includes an academic civic engagement (ACE) component.","390","{'day': 'Mo', 'end': '12:40', 'location': 'RNS 207', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'RNS 207', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'RNS 207', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'RNS 207', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'RNS 207', 'start': '10:40'};{'day': 'Mo', 'end': '15:00', 'location': 'RNS 207', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'RNS 207', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'RNS 207', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'RNS 207', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'RNS 207', 'start': '13:00'}","False","Permission of instructor.","","2","","","O","20212","","Research","2021"
"0000140206","1.0","0000000974","PHIL","A philosophical inquiry into beauty and art. Students investigate the relationship between beauty, goodness, and truth, and examine different accounts of art, its value, meaning, and the standards bywhich it should be judged. Themes include the nature of creativity, censorship, and the significance -- cultural, moral, and religious -- of art. Offered annually. Also counts toward art history major.","23","","CRE","","","Anthony J. Rudd","","S","200","25","Aesthetics","","243","","False","False","","2","","","O","20212","","Research","2021"
"0000140207","1.0","0000001407","STAT","Students explore special topics in statistics. Topics vary from year to year. May be repeated if topic is different. Offered periodically.","17","","","","","Laura F. Boehm","","S","200","18","Top: Spatial Data Analysis","","282","","False","False","","2","","","O","20212","Topics in Statistics","Topic","2021"
"0000140261","1.0","0000036001","ENGR","How do we ensure complex structures don't fail? How can we model air flow around a wind turbine? How does heat get distributed as a rocket reenters the atmosphere? To solve real-world problems, computational tools are essential in the engineer's toolbox. Students will learn and apply numerical methods for interpolation, differentiation, integration, and solving ordinary and partial differential equations. After grasping these fundamentals, students will use finite element simulation software to model increasingly complex systems. Offered annually in the spring semester. Also counts toward physics major. Prerequisites: PHYS 130, PHYS 131 (or PHYS 124, PHYS 125, and CSCI 121/CSCI 125), MATH 226, MATH 230.","9","","","","","Eric L. Hazlett","","S","300","12","Computer Aided Engineering","","365","{'day': 'Mo', 'end': '10:00', 'location': 'RNS 297', 'start': '08:30'};{'day': 'Tu', 'end': '10:00', 'location': 'RNS 297', 'start': '08:30'};{'day': 'We', 'end': '10:00', 'location': 'RNS 297', 'start': '08:30'};{'day': 'Th', 'end': '10:00', 'location': 'RNS 297', 'start': '08:30'};{'day': 'Fr', 'end': '10:00', 'location': 'RNS 297', 'start': '08:30'};{'day': 'Mo', 'end': '13:10', 'location': 'RNS 297', 'start': '10:40'};{'day': 'Tu', 'end': '13:10', 'location': 'RNS 297', 'start': '10:40'};{'day': 'We', 'end': '13:10', 'location': 'RNS 297', 'start': '10:40'};{'day': 'Th', 'end': '13:10', 'location': 'RNS 297', 'start': '10:40'};{'day': 'Fr', 'end': '13:10', 'location': 'RNS 297', 'start': '10:40'}","False","Prerequisites: PHYS 130, PHYS 131 (or PHYS 124, PHYS 125, and CSCI 121/CSCI 125), MATH 226, MATH 230.","","2","","","O","20212","","Research","2021"
"0000140262","1.0","0000035233","FMS","For much of film history the film director has been considered to be an author not unlike a writer of a novel or composer of a symphony. In this course students closely analyze the authorship of influential film directors, while also critically evaluating the role of the director along with the many other artists and workers that contribute to the meaning and production of film. May be repeated if topics are different. Offered alternate years in the spring semester beginning spring semester 2021-22.","24","","","","","Linda Mokdad","","S","200","24","Top: South Korean Directors","Full topic title: Three Contemporary South Korean Directors.","235","","False","False","","2","","","C","20212","Topics: Authorship","Topic","2021"
"0000140266","1.0","0000001084","PHYS","Modern scientific work relies heavily on electronic circuitry and computation. This course examines the fundamentals of analog and digital electronics, explores the applications of discrete and integrated circuits, and introduces the broad topic of computer control of experiments. Students develop hands-on skills in circuit building, computer interfacing, and programming in LabView®. Students attend lectures and one 2.5-hour laboratory per week. Offered alternate years. Also counts toward computer science major. Prerequisite: PHYS 125 or PHYS 131.","13","","","0000001084","","Abhishek Sahoo","","S","200","18","Electronics","","246","{'day': 'Mo', 'end': '12:10', 'location': 'RNS 208', 'start': '10:40'};{'day': 'Tu', 'end': '12:10', 'location': 'RNS 208', 'start': '10:40'};{'day': 'We', 'end': '12:10', 'location': 'RNS 208', 'start': '10:40'};{'day': 'Th', 'end': '12:10', 'location': 'RNS 208', 'start': '10:40'};{'day': 'Fr', 'end': '12:10', 'location': 'RNS 208', 'start': '10:40'}","False","PHYS 125 or PHYS 131.","","2","","","O","20212","","Research","2021"
"0000140340","1.0","0000000828","MUSIC","Students study the musical history of hymnody and its relationship to the history of the church. In addition, this course explores the Biblical Psalms and their use in worship of the church and includes references to their musical settings in Gregorian chant, Anglican chant, responsorial settings, and choral music. Offered alternate years during Interim.","15","","","","","Jamie E. Bobb","","S","200","18","Music/Chr Worship","","235","","False","False","","2","","","O","20212","Music in Christian Worship","Research","2021"
"0000140345","1.0","0000001199","REL","Analyzing continuity and change within the Lutheran tradition, students consider Luther's theology and proposals for the reform of Catholicism and evaluate major reappraisals of Lutheran beliefs and practices that developed in response to new issues and social situations. Topics include Orthodoxy and Pietism, conservative and liberal responses to the Enlightenment, modern European Lutheranism and issues of particular importance to Lutheranism in Scandinavia, America, and developing countries. Offered periodically during Interim. Also counts toward German studies concentration. Prerequisite: BTS-B.","33","","","","","L. DeAne Lagerquist","","S","200","35","Lutheran Heritage","","213","","False","BTS-B.","","2","","","O","20212","","Research","2021"
"0000140439","1.0","0000017196","PSCI","The goal of this course is to introduce students to the long tradition of debate concerning the nature and legitimacy of war. The course explores the reality of war, the revulsion of violence and the possibility of just war through texts ranging from Thucydides, Aquinas, and Walzer. The course explores contemporary debates in light of moral and empirical arguments learned.","26","","","","","Anthony Lott","5/5","S","100","32","The Problem of War","This course has class-year limits.","119","","False","False","","2","6/3","7/8","O","20212","","Research","2021"
"0000140440","1.0","0000033677","PSCI","Why do states create and join international organizations (IOs)? What roles do they play in solving global problems? The goal of this course is to help students develop a theoretical as well as a practical understanding of international organizations and the global problems they attempt to address. Particular emphasis will be placed on students' ability to think critically, both about global challenges and the global governance mechanisms designed to solve these challenges.","27","","CRE;SCS","","","Menevis Cilizoglu","","S","200","27","International Organizations","","205","","False","False","","2","","","C","20212","","Research","2021"
"0000140441","1.0","0000001375","THEAT","A broad-based introduction to the art and craft of theater, this course focuses on the roles of actor, director, playwright, and designer, as well as aspects of theater history, performance, and literature. Students examine theater as a culturally diverse art form, with emphasis on the ways ethnicity, gender, race, religion, and sexual orientation inform theater in the United States. Students attend performances on campus and in the Twin Cities and integrate them with readings, lectures, and discussions. A ticket fee is required. Offered each semester.","27","","CRE;PAR","","","Elaigwu P. Ameh","","S","100","30","Intro to Theater","","110","{'day': 'Mo', 'end': '12:40', 'location': 'TB 227', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TB 227', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'TB 227', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'TB 227', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TB 227', 'start': '10:40'}","False","False","","2","","","O","20212","Introduction to Theater","Research","2021"
"0000140442","1.0","0000001380","THEAT","This course studies theater performance through the full-scale mounting of a production during the month of January, with public performances at the end of the January Interim or the beginning of spring semester. Students enroll in the class through either an acting audition or a production position interview held in late October or early November. No previous experience is necessary. Selected participants are notified prior to Interim registration. Details about the audition/interview are available online at the Theater Department website. Scripts are available in the Theater Department office. P/N only. Offered during Interim.","16","","CRE;OEP","","","Megan E. Riley","","S","100","20","Prod Theater: Intro","Registration by application.","133","{'day': 'Mo', 'end': '10:00', 'location': 'TB Haugen', 'start': '09:00'};{'day': 'Tu', 'end': '10:00', 'location': 'TB Haugen', 'start': '09:00'};{'day': 'We', 'end': '10:00', 'location': 'TB Haugen', 'start': '09:00'};{'day': 'Th', 'end': '10:00', 'location': 'TB Haugen', 'start': '09:00'};{'day': 'Fr', 'end': '10:00', 'location': 'TB Haugen', 'start': '09:00'};{'day': 'Mo', 'end': '17:00', 'location': 'TB Haugen', 'start': '10:40'};{'day': 'Tu', 'end': '17:00', 'location': 'TB Haugen', 'start': '10:40'};{'day': 'We', 'end': '17:00', 'location': 'TB Haugen', 'start': '10:40'};{'day': 'Th', 'end': '17:00', 'location': 'TB Haugen', 'start': '10:40'};{'day': 'Fr', 'end': '17:00', 'location': 'TB Haugen', 'start': '10:40'};{'day': 'Mo', 'end': '22:00', 'location': 'TB Haugen', 'start': '19:00'};{'day': 'Tu', 'end': '22:00', 'location': 'TB Haugen', 'start': '19:00'};{'day': 'We', 'end': '22:00', 'location': 'TB Haugen', 'start': '19:00'};{'day': 'Th', 'end': '22:00', 'location': 'TB Haugen', 'start': '19:00'};{'day': 'Fr', 'end': '22:00', 'location': 'TB Haugen', 'start': '19:00'}","True","False","","2","","","O","20212","Producing Theater: Introductory","Research","2021"
"0000140443","1.0","0000001387","THEAT","Designed for the student with previous course work and production work in theater, this course studies theater performance through the full-scale mounting of a production during the month of January, with public performances at the end of the January Interim or the beginning of spring semester. Students enroll in the course through either an acting audition or a production position interview held in late October or early November. Selected participants are notified prior to Interim registration. Details about the audition/interview are available online at the Theater Department website. Scripts are available in the Theater Department office. P/N only. Offered during Interim. Prerequisites: THEAT 133 or permission of instructor; concurrent registration in THEAT 233 or THEAT 253 (0 credit option) required.","10","","CRE;OEP","","","Peter C. Hansen","","S","200","25","Prod Theater: Advanced","Registration by application.","234","{'day': 'Mo', 'end': '10:00', 'location': 'TB Kelsey', 'start': '09:00'};{'day': 'Tu', 'end': '10:00', 'location': 'TB Kelsey', 'start': '09:00'};{'day': 'We', 'end': '10:00', 'location': 'TB Kelsey', 'start': '09:00'};{'day': 'Th', 'end': '10:00', 'location': 'TB Kelsey', 'start': '09:00'};{'day': 'Fr', 'end': '10:00', 'location': 'TB Kelsey', 'start': '09:00'};{'day': 'Mo', 'end': '17:00', 'location': 'TB Kelsey', 'start': '10:40'};{'day': 'Tu', 'end': '17:00', 'location': 'TB Kelsey', 'start': '10:40'};{'day': 'We', 'end': '17:00', 'location': 'TB Kelsey', 'start': '10:40'};{'day': 'Th', 'end': '17:00', 'location': 'TB Kelsey', 'start': '10:40'};{'day': 'Fr', 'end': '17:00', 'location': 'TB Kelsey', 'start': '10:40'};{'day': 'Mo', 'end': '22:00', 'location': 'TB Kelsey', 'start': '19:00'};{'day': 'Tu', 'end': '22:00', 'location': 'TB Kelsey', 'start': '19:00'};{'day': 'We', 'end': '22:00', 'location': 'TB Kelsey', 'start': '19:00'};{'day': 'Th', 'end': '22:00', 'location': 'TB Kelsey', 'start': '19:00'};{'day': 'Fr', 'end': '22:00', 'location': 'TB Kelsey', 'start': '19:00'}","True","Prerequisites: THEAT 133 or permission of instructor; concurrent registration in THEAT 233 or THEAT 253 (0 credit option) required.","","2","","","O","20212","Producing Theater: Advanced","Research","2021"
"0000140471","1.0","0000034800","MATH","Students study the mathematics of Emmy Noether and Sonya Kovalevskaya, visit cultural and historical sites in Germany and Sweden associated with the women, and learn about the societal contexts in which they lived and worked. Noether was fundamental in the development of algebra, in particular the theory of how rings decompose into ideals. Kovalevskaya extended work of Cauchy to prove the main theorem for analytic solutions to partial differential equations. Offered alternate years during Interim. Apply through International and Off-Campus Studies. Prerequisites: MATH 252, or MATH 230 and MATH 244.","8","","","","","Jill Dietz","","S","200","20","Algebra, Analysis, and Access","","257","","False","Prerequisites: MATH 252, or MATH 230 and MATH 244.","","2","","","O","20212","Noether and Kovalevskaya: Algebra/Analysis/Access in Europe","Research","2021"
"0000140533","0.0","0000001085","PHYS","","13","","","0000001084","","Abhishek Sahoo","","S","200","18","Electronic Circuits Lab","","246","{'day': 'Mo', 'end': '15:30', 'location': 'RNS 294', 'start': '13:00'};{'day': 'We', 'end': '15:30', 'location': 'RNS 294', 'start': '13:00'};{'day': 'Fr', 'end': '15:30', 'location': 'RNS 294', 'start': '13:00'}","False","False","","2","","","O","20212","","Lab","2021"
"0000140555","1.0","0000027951","ART","This course introduces students to the medium of graphic design as a method of enhanced communication. The course explores the design communication process including conceptualization, creative processes, terminology, and technology. Assignments introduce computer applications used in the graphic design profession as well as graphic design elements of typography, production, color theory, digital printing processes, and basic web design. Offered periodically. Also counts toward management studies concentration. Prerequisite: ART 104 or permission of the instructor.","15","","","","","Peter B. Nelson","","S","200","16","Graphic Design","This course includes an academic civic engagement (ACE) component.","236","{'day': 'Mo', 'end': '12:10', 'location': 'CAD 116', 'start': '10:40'};{'day': 'Tu', 'end': '12:10', 'location': 'CAD 116', 'start': '10:40'};{'day': 'We', 'end': '12:10', 'location': 'CAD 116', 'start': '10:40'};{'day': 'Th', 'end': '12:10', 'location': 'CAD 116', 'start': '10:40'};{'day': 'Fr', 'end': '12:10', 'location': 'CAD 116', 'start': '10:40'};{'day': 'Mo', 'end': '15:00', 'location': 'CAD 116', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'CAD 116', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'CAD 116', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'CAD 116', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'CAD 116', 'start': '13:00'}","False","ART 104 or permission of the instructor.","","2","","","O","20212","","Research","2021"
"0000140567","1.0","0000022795","ASIAN","","25","","GHS","","","Jeffrey T. Walker","","S","200","25","Top: Ghosts of Premodern Japan","","201","","False","False","","2","","","C","20212","","Topic","2021"
