"clbid","credits","crsid","department","description","enrolled","firstyear","gereqs","groupid","grouptype","instructors","junior","learningmode","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","title","type","year"
"0000138318","1.0","0000001357","SWRK","Students explore service to human beings as a profession, both vocation and avocation. Who needs help? Who helps? Where? How? What motivates people to help? Using the liberal arts as a foundation for helping people, students study opportunities in areas such as health care, social services, ministry, youth work, and the arts. The class includes lectures, discussions, speakers, and field visits. Open only to first-year students. Offered annually during Interim. Does not count toward social work major.","16","","","","","Melissa A. Mendez","","S","100","14","I Want to Help People","This course includes an academic civic engagement (ACE) component.","120","","False","False","A","2","","","C","20212","","Research","2021"
"0000138319","0.0","0000018804","CH/BI","","2","","","0000018803","","Rodrigo Sánchez González","0/0","S","100","24","Integrate Chem/Bio II Lab","Open only to those students who have completed CH/BI 125.","126","{'day': 'Mo', 'end': '15:00', 'location': 'RNS 355', 'start': '12:30'};{'day': 'Tu', 'end': '15:00', 'location': 'RNS 355', 'start': '12:30'};{'day': 'We', 'end': '15:00', 'location': 'RNS 355', 'start': '12:30'};{'day': 'Th', 'end': '15:00', 'location': 'RNS 355', 'start': '12:30'}","False","False","A","2","0/0","0/0","O","20212","","Lab","2021"
"0000138320","0.0","0000018804","CH/BI","","18","","","0000018803","","Cassie M. Joiner","0/0","S","100","24","Integrate Chem/Bio II Lab","Open only to those students who have completed CH/BI 125.","126","{'day': 'Mo', 'end': '15:00', 'location': 'RNS 454', 'start': '12:30'};{'day': 'Tu', 'end': '15:00', 'location': 'RNS 454', 'start': '12:30'};{'day': 'We', 'end': '15:00', 'location': 'RNS 454', 'start': '12:30'};{'day': 'Th', 'end': '15:00', 'location': 'RNS 454', 'start': '12:30'}","False","False","B","2","0/0","0/0","O","20212","","Lab","2021"
"0000138321","1.0","0000018803","CH/BI","This course introduces physical chemistry with an emphasis on thermodynamics and kinetics of biologically relevant systems. Topics include probability as the driving force for chemical reactions; the relationship between chemical bonding energetics, entropy, and equilibria; oxidation-reduction reactions and electrochemistry; and rates of reactions, including enzyme-catalyzed reactions. Laboratory experiments and activities illustrate lecture topics and introduce new concepts. Offered during Interim. Prerequisites: CH/BI 125, and MATH 119 or MATH 120.","20","","","0000018803","","Rodrigo Sánchez González;Cassie M. Joiner","0/0","S","100","48","Integrated Chem/Bio II","Students in CH/BI 126 must also register for lab CH/BI 126 AL or BL.;Open only to those students who have completed CH/BI 125.;Supplemental Instruction (SI) is available for this course.","126","{'day': 'Mo', 'end': '10:00', 'location': 'RNS 310', 'start': '08:00'};{'day': 'Tu', 'end': '10:00', 'location': 'RNS 310', 'start': '08:00'};{'day': 'We', 'end': '10:00', 'location': 'RNS 310', 'start': '08:00'};{'day': 'Th', 'end': '10:00', 'location': 'RNS 310', 'start': '08:00'};{'day': 'Fr', 'end': '10:00', 'location': 'RNS 310', 'start': '08:00'};{'day': 'Mo', 'end': '11:45', 'location': 'RNS 310', 'start': '10:45'};{'day': 'Tu', 'end': '11:45', 'location': 'RNS 310', 'start': '10:45'};{'day': 'We', 'end': '11:45', 'location': 'RNS 310', 'start': '10:45'};{'day': 'Th', 'end': '11:45', 'location': 'RNS 310', 'start': '10:45'};{'day': 'Fr', 'end': '11:45', 'location': 'RNS 310', 'start': '10:45'}","False","Prerequisites: CH/BI 125, and MATH 119 or MATH 120.","","2","0/0","0/0","O","20212","Integrated Chem/Bio II: Thermodynamics and Kinetics with Bio Relevance","Research","2021"
"0000138322","1.0","0000016991","INTD","","0","","","","","Staff","","S","200","0","Interim Exchange","","200","","False","False","","2","","","C","20212","","Research","2021"
"0000138325","1.0","0000001325","SPAN","Students continue learning Spanish in an intercultural context. The course continues to examine the Spanish-speaking world through exploration of topics, for example: cities and urban life; housing; and the historical roots of culinary traditions and food production. In-class speaking, listening, reading, and writing activities are complemented by attendance at two required culture tables. Offered each semester and Interim. Does not count toward Spanish major. Prerequisite: SPAN 111 or placement into SPAN 112.","15","11/10","","","","Marit K. Hanson","","S","100","20","Intro Spanish Language/World II","Open to all students who meet the prerequisites. Prerequisite: completion of;Spanish placement test or preceding course. Open to a limited number of;first-year students.","112","","False","SPAN 111 or placement into SPAN 112.","","2","","","O","20212","Introduction to Spanish Language and the Spanish-Speaking World II","Research","2021"
"0000138333","1.0","0000000455","ENVST","This interdisciplinary course uses basic concepts of environmental science to explore global environmental issues. Topics are drawn from recent texts and current periodic literature, and participants will recognize many of the themes from coverage in the media. Because most environmental problems involve issues beyond the sciences, the class examines the economic, political, and ethical dimensions of environmental questions and environmental decision-making. Offered each semester.","28","","","","","Anne M. Gothmann","0/0","S","100","39","Intro: Env Studies","Open to Environmental Conversation students only.","137","","False","False","","2","0/0","0/0","C","20212","Introduction to Environmental Studies","Research","2021"
"0000138335","1.0","0000033313","PHYS","This course takes a holistic, process approach to design. Student teams identify human-centered needs, define problems, develop and prototype solutions, test, redesign, and present final recommendations. This hands-on course emphasizes the application of scientific principles, analysis, and design to real world problems. Students write throughout the course to develop and share ideas. Offered annually during Interim. Prerequisites: MATH 119 or MATH 120 and at least one of the following: PHYS 130, PHYS 124, CHEM 121, CHEM 122, CHEM 125, CH/BI 125, BIO 150, PSYCH 125, CSCI 121, or permission of the instructor.","30","","CRE;NTS","","","Alden Adolph","","S","100","30","Introduction to Engineering Design","","160","{'day': 'Mo', 'end': '10:00', 'location': 'RNS 210', 'start': '08:00'};{'day': 'Tu', 'end': '10:00', 'location': 'RNS 210', 'start': '08:00'};{'day': 'We', 'end': '10:00', 'location': 'RNS 210', 'start': '08:00'};{'day': 'Th', 'end': '10:00', 'location': 'RNS 210', 'start': '08:00'};{'day': 'Fr', 'end': '10:00', 'location': 'RNS 210', 'start': '08:00'};{'day': 'Mo', 'end': '12:40', 'location': 'RNS 293', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'RNS 293', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'RNS 293', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'RNS 293', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'RNS 293', 'start': '10:40'};{'day': 'Mo', 'end': '15:00', 'location': 'RNS 290', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'RNS 290', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'RNS 290', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'RNS 290', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'RNS 290', 'start': '13:00'}","False","Prerequisites: MATH 119 or MATH 120 and at least one of the following: PHYS 130, PHYS 124, CHEM 121, CHEM 122, CHEM 125, CH/BI 125, BIO 150, PSYCH 125, CSCI 121, or permission of the instructor.","","2","","","C","20212","","Research","2021"
"0000138339","1.0","0000000252","CHIN","","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20212","Independent Research","Research","2021"
"0000138340","1.0","0000000285","ECON","","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20212","Independent Research","Research","2021"
"0000138341","1.0","0000000307","CSCI","Recent projects, usually executed by individuals, but occasionally in small groups, and coordinated with ongoing undergraduate research projects, include cluster-assisted computer vision for robots, parallel computing in computer science education, and middleware for interdisciplinary web applications.","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20212","Independent Research","Research","2021"
"0000138342","1.0","0000000378","DANCE","","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20212","Independent Research","Research","2021"
"0000138343","1.0","0000000496","FREN","","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20212","Independent Research","Research","2021"
"0000138344","1.0","0000000551","GREEK","","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20212","Independent Research","Research","2021"
"0000138345","1.0","0000000657","FAMST","","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20212","Independent Research","Research","2021"
"0000138346","1.0","0000000710","ID","","0","","","","","Staff","","S","300","0","IR/","","398","","False","False","","2","","","C","20212","Independent Research","Research","2021"
