"clbid","credits","crsid","department","description","enrolled","firstyear","halfcredit","instructors","junior","learningmode","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","title","type","year"
"0000009618","1.0","0000000786","MGMT","","30","","","Richard Goedde","","S","300","25","Investments","","380","{'day': 'Tu', 'end': '13:10', 'location': 'SC 378', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'SC 378', 'start': '12:45'}","False","False","","3","","","C","20043","","Research","2004"
"0000009619","1.0","0000000787","MGMT","","30","","","Timothy N. Tracey","","S","300","25","Mgmt Policy & Strat","","383","{'day': 'Th', 'end': '22:00', 'location': 'HH 413', 'start': '19:00'}","False","False","","3","","","C","20043","","Research","2004"
"0000009620","1.0","0000000788","MGMT","","1","","","Mary Ann Emery","","S","300","999","Academic Internship","","394","","True","False","","3","","","O","20043","","Research","2004"
"0000009621","1.0","0000000789","MGMT","","0","","","Staff","","S","300","999","IR/","","398","","False","False","","3","","","O","20043","","Research","2004"
"0000009622","1.0","0000000792","MEDIA","","21","","","Bill Sonnega","","S","100","24","Mass Media","","160","{'day': 'Tu', 'end': '11:00', 'location': 'TB 216', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'TB 216', 'start': '09:30'}","False","False","A","3","","","C","20043","","Research","2004"
"0000009623","1.0","0000000792","MEDIA","","24","5/6","","Bill Sonnega","4/3","S","100","14","Mass Media","","160","{'day': 'Tu', 'end': '09:25', 'location': 'TB 216', 'start': '08:00'};{'day': 'Th', 'end': '09:20', 'location': 'TB 216', 'start': '08:00'}","False","False","B","3","9/0","6/4","C","20043","","Research","2004"
"0000009624","1.0","0000000794","MEDIA","","11","","","Bill Sonnega","","S","200","25","Media/Contemp Culture","","260","{'day': 'Tu', 'end': '13:10', 'location': 'TB 216', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'TB 216', 'start': '12:45'}","False","False","","3","","","O","20043","","Research","2004"
"0000009625","1.0","0000000795","MEDIA","","4","","","Bill Sonnega","","S","200","999","Academic Internship","","294","","True","False","","3","","","O","20043","","Research","2004"
"0000009626","1.0","0000000796","MEDIA","","0","","","Staff","","S","200","999","IS/","","298","","False","False","","3","","","O","20043","","Research","2004"
"0000009627","1.0","0000000797","MEDIA","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","O","20043","","Research","2004"
"0000009628","1.0","0000000798","MEDIA","","0","","","Staff","","S","300","999","IR/","","398","","False","False","","3","","","O","20043","","Research","2004"
"0000009629","0.25","0000000800","MUSIC","","17","","","Martin Hodel","","S","100","18","Ear/Keyboard II","","112","{'day': 'Mo', 'end': '08:55', 'location': 'CHM 224', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'CHM 224', 'start': '08:00'};{'day': 'Fr', 'end': '08:55', 'location': 'CHM 224', 'start': '08:00'}","False","False","A","3","","","C","20043","","Research","2004"
"0000009630","0.25","0000000800","MUSIC","","18","","","Margaret A. Rowland","","S","100","18","Ear/Keyboard II","","112","{'day': 'Mo', 'end': '11:40', 'location': 'CHM 224', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'CHM 224', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'CHM 224', 'start': '10:45'}","False","False","B","3","","","C","20043","","Research","2004"
"0000009631","0.25","0000000800","MUSIC","","17","","","Margaret A. Rowland","","S","100","18","Ear/Keyboard II","","112","{'day': 'Mo', 'end': '12:45', 'location': 'CHM 232', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'CHM 232', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'CHM 232', 'start': '11:50'}","False","False","C","3","","","C","20043","","Research","2004"
"0000009632","0.25","0000000800","MUSIC","","17","","","Steven Amundson","","S","100","18","Ear/Keyboard II","","112","{'day': 'Mo', 'end': '13:50', 'location': 'CHM 224', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'CHM 224', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'CHM 224', 'start': '12:55'}","False","False","D","3","","","C","20043","","Research","2004"
"0000009633","0.75","0000000802","MUSIC","","16","","","Justin W. Merritt","","S","100","18","Theory II","","114","{'day': 'Tu', 'end': '09:25', 'location': 'CHM 224', 'start': '08:00'};{'day': 'Th', 'end': '09:20', 'location': 'CHM 224', 'start': '08:00'}","False","False","A","3","","","O","20043","","Research","2004"
"0000009634","0.75","0000000802","MUSIC","","19","","","Margaret A. Rowland","","S","100","18","Theory II","","114","{'day': 'Tu', 'end': '09:25', 'location': 'CHM 232', 'start': '08:00'};{'day': 'Th', 'end': '09:20', 'location': 'CHM 232', 'start': '08:00'}","False","False","B","3","","","C","20043","","Research","2004"
"0000009635","0.75","0000000802","MUSIC","","16","","","Margaret A. Rowland","","S","100","18","Theory II","","114","{'day': 'Tu', 'end': '14:45', 'location': 'CHM 232', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'CHM 232', 'start': '14:15'}","False","False","C","3","","","C","20043","","Research","2004"
"0000009636","0.75","0000000802","MUSIC","","18","","","Steven Amundson","","S","100","18","Theory II","","114","{'day': 'Tu', 'end': '13:10', 'location': 'CHM 224', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'CHM 224', 'start': '12:45'}","False","False","D","3","","","C","20043","","Research","2004"
"0000009637","1.0","0000000804","MUSIC","","28","","","David Carter","","S","100","30","The Art of Music","","131","{'day': 'Mo', 'end': '10:00', 'location': 'CHM 232', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'CHM 232', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'CHM 232', 'start': '09:05'}","False","False","","3","","","O","20043","","Research","2004"
"0000009638","0.25","0000000808","MUSIC","","10","","","Theo Wee","","S","100","12","Piano Class II","","162","{'day': 'Tu', 'end': '09:20', 'location': 'CHM 222', 'start': '08:25'};{'day': 'Th', 'end': '09:20', 'location': 'CHM 222', 'start': '08:25'}","False","False","A","3","","","O","20043","","Research","2004"
"0000009639","0.25","0000000808","MUSIC","","10","","","Theo Wee","","S","100","12","Piano Class II","","162","{'day': 'Tu', 'end': '12:40', 'location': 'CHM 222', 'start': '11:45'};{'day': 'Th', 'end': '13:40', 'location': 'CHM 222', 'start': '12:45'}","False","False","B","3","","","O","20043","","Research","2004"
"0000009640","0.25","0000000809","MUSIC","","14","","","Miriam Scholz-Carlson","","S","100","18","Intro Alexander Tech","","163","{'day': 'Mo', 'end': '14:55', 'location': 'CHM 140', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'CHM 140', 'start': '14:00'}","False","False","","3","","","O","20043","","Research","2004"
"0000009641","0.25","0000000810","MUSIC","","5","","","Sigrid Johnson","","S","100","12","Voice Class","","164","{'day': 'Mo', 'end': '10:00', 'location': 'CHM 233', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'CHM 233', 'start': '09:05'}","False","False","A","3","","","O","20043","","Research","2004"
"0000009642","0.25","0000000810","MUSIC","","10","","","Sigrid Johnson","","S","100","12","Voice Class","","164","{'day': 'Mo', 'end': '11:40', 'location': 'CHM 233', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'CHM 233', 'start': '10:45'}","False","False","B","3","","","O","20043","","Research","2004"
"0000009643","0.25","0000000810","MUSIC","","13","","","Sigrid Johnson","","S","100","12","Voice Class","","164","{'day': 'Mo', 'end': '13:50', 'location': 'CHM 233', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'CHM 233', 'start': '12:55'}","False","False","C","3","","","C","20043","","Research","2004"
"0000009644","0.25","0000000811","MUSIC","","10","","","Paul Niemisto","","S","100","15","Brass Class","","166","{'day': 'Mo', 'end': '10:00', 'location': 'CHM 138', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'CHM 138', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'CHM 138', 'start': '09:05'}","False","False","","3","","","O","20043","","Research","2004"
"0000009645","0.25","0000000812","MUSIC","","14","","","David Hagedorn","","S","100","15","Percussion Class","","167","{'day': 'Mo', 'end': '13:50', 'location': 'CHM 138', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'CHM 138', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'CHM 138', 'start': '12:55'}","False","False","","3","","","C","20043","","Research","2004"
"0000009646","0.25","0000000816","MUSIC","","22","","","Catherine R. Rodland","","S","200","23","Ear/Keyboard IV","","212","{'day': 'Mo', 'end': '08:55', 'location': 'CHM 232', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'CHM 232', 'start': '08:00'};{'day': 'Fr', 'end': '08:55', 'location': 'CHM 232', 'start': '08:00'}","False","False","A","3","","","O","20043","","Research","2004"
"0000009647","0.25","0000000816","MUSIC","","26","","","David Hagedorn","","S","200","23","Ear/Keyboard IV","","212","{'day': 'Mo', 'end': '11:40', 'location': 'CHM 232', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'CHM 232', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'CHM 232', 'start': '10:45'}","False","False","B","3","","","C","20043","","Research","2004"
"0000009648","0.25","0000000816","MUSIC","","11","","","David Hagedorn","","S","200","23","Ear/Keyboard IV","","212","{'day': 'Mo', 'end': '14:55', 'location': 'CHM 232', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'CHM 232', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'CHM 232', 'start': '14:00'}","False","False","C","3","","","O","20043","","Research","2004"
"0000009649","0.75","0000000818","MUSIC","","33","","","Catherine R. Rodland","","S","200","33","Theory IV","","214","{'day': 'Tu', 'end': '11:00', 'location': 'CHM 239', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'CHM 239', 'start': '09:30'}","False","False","A","3","","","C","20043","","Research","2004"
"0000009650","0.75","0000000818","MUSIC","","26","","","Charles Forsberg","","S","200","33","Theory IV","","214","{'day': 'Tu', 'end': '14:45', 'location': 'CHM 239', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'CHM 239', 'start': '14:15'}","False","False","B","3","","","O","20043","","Research","2004"
"0000009651","1.0","0000000822","MUSIC","","13","","","Timothy Mahr","","S","200","20","Composition I","","223","{'day': 'Mo', 'end': '14:55', 'location': 'CHM 224', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'CHM 224', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'CHM 224', 'start': '14:00'}","False","False","","3","","","O","20043","","Research","2004"
"0000009652","1.0","0000000832","MUSIC","","32","","","Alice Hanson","","S","200","35","Hist & Lit Music II","","242","{'day': 'Mo', 'end': '13:50', 'location': 'CHM 239', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'CHM 239', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'CHM 239', 'start': '12:55'}","False","False","A","3","","","O","20043","","Research","2004"
"0000009653","1.0","0000000832","MUSIC","","30","","","Alice Hanson","","S","200","35","Hist & Lit Music II","","242","{'day': 'Mo', 'end': '14:55', 'location': 'CHM 239', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'CHM 239', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'CHM 239', 'start': '14:00'}","False","False","B","3","","","O","20043","","Research","2004"
"0000009654","0.5","0000000833","MUSIC","","16","","","Anton Armstrong","","S","200","20","Conducting","","251","{'day': 'Tu', 'end': '11:00', 'location': 'CHM 140', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'CHM 140', 'start': '09:30'}","False","False","A","3","","","O","20043","","Research","2004"
"0000009655","0.5","0000000833","MUSIC","","24","","","Steven Amundson","","S","200","20","Conducting","","251","{'day': 'Tu', 'end': '14:45', 'location': 'CHM 140', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'CHM 140', 'start': '14:15'}","False","False","B","3","","","C","20043","","Research","2004"
"0000009656","0.5","0000000835","MUSIC","","18","","","Timothy Mahr","","S","200","25","Instru Conducting","","253","{'day': 'Tu', 'end': '11:00', 'location': 'CHM 138', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'CHM 138', 'start': '09:30'}","False","False","","3","","","O","20043","","Research","2004"
"0000009657","0.25","0000000836","MUSIC","","2","","","Linda Berger","","S","200","12","Kybd Proficiency Skil","","261","{'day': 'Tu', 'end': '11:00', 'location': 'CHM 222', 'start': '10:05'};{'day': 'Th', 'end': '10:50', 'location': 'CHM 222', 'start': '09:55'}","False","False","","3","","","O","20043","","Research","2004"
"0000009658","0.25","0000000838","MUSIC","","13","","","Dan Dressen","","S","200","15","Lyric Diction II","","264","{'day': 'Mo', 'end': '12:45', 'location': 'CHM 224', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'CHM 224', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'CHM 224', 'start': '11:50'}","False","False","","3","","","O","20043","","Research","2004"
"0000009659","0.25","0000000841","MUSIC","","6","","","Ray Jr. Shows;Charles Gray","","S","200","15","Instr Chamber Music","","275","{'day': 'Tu', 'end': '08:55', 'location': 'CHM 138', 'start': '08:00'};{'day': 'Th', 'end': '08:55', 'location': 'CHM 138', 'start': '08:00'}","False","False","","3","","","O","20043","","Research","2004"
"0000009660","0.5","0000000844","MUSIC","","17","","","Dione J. Peterson","","S","200","15","Choral Lit I","","287","{'day': 'Mo', 'end': '21:00', 'location': 'CHM 239', 'start': '19:00'}","False","False","","3","","","C","20043","","Research","2004"
"0000009661","1.0","0000000846","MUSIC","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","O","20043","","Research","2004"
"0000009662","1.0","0000000847","MUSIC","","1","","","John Ferguson","","S","200","999","IS/History Organ Dsgn","","298","","False","False","","3","","","O","20043","","Research","2004"
"0000009663","1.0","0000000847","MUSIC","","1","","","Elinor Niemisto","","S","200","999","IS/Harp Lit/Pedagogy","","298","","False","False","A","3","","","O","20043","","Research","2004"
"0000009664","1.0","0000000847","MUSIC","","1","","","Justin W. Merritt","","S","200","999","IS/Comp Cd Prod II","","298","","False","False","B","3","","","O","20043","","Research","2004"
"0000009665","1.0","0000000847","MUSIC","","1","","","Timothy Mahr","","S","200","999","IS/Folk Song Suite","","298","","False","False","C","3","","","O","20043","","Research","2004"
"0000009666","0.25","0000000848","MUSIC","","3","","","Anton Armstrong","","S","200","5","Msm: Private Conduct","","299","","False","False","","3","","","O","20043","","Topic","2004"
"0000009667","1.0","0000000849","MUSIC","","14","","","Justin W. Merritt","","S","300","20","Analysis/Tonal Music","","313","{'day': 'Mo', 'end': '10:00', 'location': 'CHM 239', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'CHM 239', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'CHM 239', 'start': '09:05'}","False","False","","3","","","O","20043","","Research","2004"
"0000009668","1.0","0000000851","MUSIC","","4","","","Justin W. Merritt","","S","300","15","Composition II","","324","{'day': 'Mo', 'end': '13:50', 'location': 'CHM 232', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'CHM 232', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'CHM 232', 'start': '12:55'}","False","False","","3","","","O","20043","","Research","2004"
"0000009669","1.0","0000000852","MUSIC","","3","","","Justin W. Merritt","","S","300","0","Composition III","","325","{'day': 'Mo', 'end': '13:50', 'location': 'CHM 232', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'CHM 232', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'CHM 232', 'start': '12:55'}","False","False","","3","","","C","20043","","Research","2004"
"0000009670","1.0","0000000854","MUSIC","","11","","","Gerald Hoekstra","","S","300","30","Music of Baroque Era","","342","{'day': 'Mo', 'end': '11:40', 'location': 'CHM 239', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'CHM 239', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'CHM 239', 'start': '10:45'}","False","False","","3","","","O","20043","","Research","2004"
"0000009671","1.0","0000000857","MUSIC","","19","","","Alice Hanson","","S","300","30","Top: Folk/Pop Art Musi","","345","{'day': 'Tu', 'end': '09:25', 'location': 'CHM 239', 'start': '08:00'};{'day': 'Th', 'end': '09:20', 'location': 'CHM 239', 'start': '08:00'}","False","False","","3","","","O","20043","","Topic","2004"
"0000009672","0.25","0000000861","MUSIC","","17","","","Anton Armstrong","","S","300","15","Child-Adolescen Voice","","365","{'day': 'Mo', 'end': '11:40', 'location': 'CHM 140', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'CHM 140', 'start': '10:45'}","False","False","","3","","","C","20043","","Research","2004"
"0000009673","0.25","0000000864","MUSIC","","18","","","John Ferguson","","S","300","15","Church Music Pract II","","392","{'day': 'Tu', 'end': '13:10', 'location': 'CHM 232', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'CHM 232', 'start': '12:45'}","False","False","","3","","","C","20043","","Research","2004"
"0000009674","1.0","0000000865","MUSIC","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","O","20043","","Research","2004"
"0000009675","1.0","0000000866","MUSIC","","1","","","Steven Amundson","","S","300","999","IR/Inst Conducting","","398","","False","False","","3","","","O","20043","","Research","2004"
"0000009676","1.0","0000000916","NEURO","","20","","","Alan F. Ernst;Anne Walter","","S","200","28","Intro to Neuroscience","","234","{'day': 'Mo', 'end': '10:00', 'location': 'RML 515', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'RML 515', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'RML 515', 'start': '09:05'};{'day': 'Th', 'end': '16:20', 'location': 'SC 253', 'start': '13:20'}","False","False","","3","","","O","20043","","Research","2004"
"0000009677","1.0","0000000922","NORW","","23","","","Nancy Aarsvold","","S","100","22","Begin Norwegian II","","112","{'day': 'Mo', 'end': '10:00', 'location': 'OM 015', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'OM 015', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'OM 015', 'start': '09:05'}","False","False","A","3","","","C","20043","","Research","2004"
"0000009678","1.0","0000000922","NORW","","19","","","Margaret H. O'Leary","","S","100","20","Begin Norwegian II","","112","{'day': 'Mo', 'end': '11:40', 'location': 'OM 015', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'OM 015', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'OM 015', 'start': '10:45'}","False","False","B","3","","","C","20043","","Research","2004"
"0000009679","1.0","0000000922","NORW","","20","","","Margaret H. O'Leary","","S","100","22","Begin Norwegian II","","112","{'day': 'Mo', 'end': '12:45', 'location': 'OM 015', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'OM 015', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'OM 015', 'start': '11:50'}","False","False","C","3","","","C","20043","","Research","2004"
"0000009680","1.0","0000000922","NORW","","17","","","Nancy Aarsvold","","S","100","22","Begin Norwegian II","","112","{'day': 'Mo', 'end': '13:50', 'location': 'OM 015', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'OM 015', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'OM 015', 'start': '12:55'}","False","False","D","3","","","O","20043","","Research","2004"
"0000009681","1.0","0000000927","NORW","","15","","","Nancy Aarsvold","","S","200","25","Intermed Norwegian II","","232","{'day': 'Mo', 'end': '08:55', 'location': 'OM 015', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'OM 015', 'start': '08:00'};{'day': 'Fr', 'end': '08:55', 'location': 'OM 015', 'start': '08:00'}","False","False","","3","","","O","20043","","Research","2004"
"0000009682","1.0","0000000931","NORW","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","O","20043","","Research","2004"
"0000009683","1.0","0000000932","NORW","","0","","","Staff","","S","200","999","IS/","","298","","False","False","","3","","","O","20043","","Research","2004"
"0000009684","1.0","0000000934","NORW","","7","","","Margaret H. O'Leary","","S","300","25","Norsk Lit Etter 1890","","372","{'day': 'Mo', 'end': '14:55', 'location': 'OM 015', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'OM 015', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'OM 015', 'start': '14:00'}","False","False","","3","","","O","20043","","Research","2004"
"0000009685","1.0","0000000935","NORW","","11","","","Solveig Zempel","","S","300","30","Ibsen-Tr","","382","{'day': 'Tu', 'end': '14:45', 'location': 'OM 015', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'OM 015', 'start': '14:15'}","False","False","","3","","","O","20043","","Research","2004"
"0000009686","1.0","0000000936","NORW","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","O","20043","","Research","2004"
"0000009687","1.0","0000000937","NORW","","1","","","Margaret H. O'Leary","","S","300","999","IR/Norse Mythology","","398","","False","False","","3","","","O","20043","","Research","2004"
"0000009688","1.0","0000000943","NURS","","1","","","Judith Sateren","","S","200","999","IS/Health Programs","","298","","False","False","","3","","","O","20043","","Research","2004"
"0000009689","2.0","0000000950","NURS","","20","","","Carol H. Austin;Diana Neal","","S","300","20","Altr Hlth: Adult & Child","","330","{'day': 'Mo', 'end': '08:55', 'location': 'H 215', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'H 215', 'start': '08:00'};{'day': 'Fr', 'end': '08:55', 'location': 'H 215', 'start': '08:00'};{'day': 'Mo', 'end': '10:00', 'location': 'H 215', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'H 215', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'H 215', 'start': '09:05'};{'day': 'Tu', 'end': '14:30', 'location': 'H 215', 'start': '07:00'};{'day': 'Th', 'end': '14:30', 'location': 'H 215', 'start': '07:00'}","False","False","","3","","","C","20043","","Research","2004"
"0000009690","1.0","0000000954","NURS","","21","","","Judith Sateren","","S","300","21","Alter Mental Health","","360","{'day': 'Mo', 'end': '10:00', 'location': 'SC 18', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'SC 18', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'SC 18', 'start': '09:05'};{'day': 'Tu', 'end': '14:30', 'location': 'SC 18', 'start': '07:00'};{'day': 'Th', 'end': '14:30', 'location': 'SC 18', 'start': '07:00'}","False","False","","3","","","C","20043","","Research","2004"
"0000009691","2.0","0000000957","NURS","","21","","","Rita Glazebrook;Mary Beth Kuehn","","S","300","21","Nurs/Complex Systems","","384","{'day': 'Mo', 'end': '11:40', 'location': 'SC 18', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'SC 18', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'SC 18', 'start': '10:45'};{'day': 'Mo', 'end': '12:45', 'location': 'SC 18', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'SC 18', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'SC 18', 'start': '11:50'};{'day': 'Tu', 'end': '15:30', 'location': 'SC 18', 'start': '07:00'};{'day': 'Th', 'end': '15:30', 'location': 'SC 18', 'start': '07:00'}","False","False","","3","","","C","20043","","Research","2004"
"0000009692","1.0","0000000963","NURS","","0","","","Staff","","S","300","999","IR/","","398","","False","False","","3","","","O","20043","","Research","2004"
"0000009693","1.0","0000000964","PHIL","","21","6/9","","Anthony J. Rudd","0/0","S","100","20","Making of Modern Mind","","118","{'day': 'Mo', 'end': '11:40', 'location': 'RML 577', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'RML 577', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'RML 577', 'start': '10:45'}","False","False","A","3","4/0","11/9","C","20043","","Research","2004"
"0000009694","1.0","0000000964","PHIL","","21","12/9","","Anthony J. Rudd","0/0","S","100","20","Making of Modern Mind","","118","{'day': 'Mo', 'end': '13:50', 'location': 'HH 515', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'HH 515', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'HH 515', 'start': '12:55'}","False","False","B","3","2/0","7/9","C","20043","","Research","2004"
"0000009695","1.0","0000000964","PHIL","","16","8/10","","Jennifer C. Manion","1/0","S","100","20","Making of Modern Mind","","118","{'day': 'Tu', 'end': '11:00', 'location': 'TB 227', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'TB 227', 'start': '09:30'}","False","False","C","3","2/0","5/10","C","20043","","Research","2004"
"0000009696","1.0","0000000968","PHIL","","21","","","Anthony J. Rudd","","S","200","25","Phil of Mind/Behavior","","231","{'day': 'Tu', 'end': '14:45', 'location': 'HH 516', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'HH 516', 'start': '14:15'}","False","False","","3","","","C","20043","","Research","2004"
"0000009697","1.0","0000000971","PHIL","","23","","","Jeanine Grenberg","","S","200","20","Modern Philosophy","","236","{'day': 'Mo', 'end': '13:50', 'location': 'HH 514', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'HH 514', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'HH 514', 'start': '12:55'}","False","False","","3","","","C","20043","","Research","2004"
"0000009698","1.0","0000000972","PHIL","","24","","","Vicki L. Harper","","S","200","25","Formal Logic & Phil","","240","{'day': 'Mo', 'end': '12:45', 'location': 'HH 514', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'HH 514', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'HH 514', 'start': '11:50'}","False","False","","3","","","C","20043","","Research","2004"
"0000009699","1.0","0000000974","PHIL","","22","","","Vicki L. Harper","","S","200","25","Aesthetics","","243","{'day': 'Mo', 'end': '14:55', 'location': 'HH 516', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'HH 516', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'HH 516', 'start': '14:00'}","False","False","","3","","","C","20043","","Research","2004"
"0000009700","1.0","0000000976","PHIL","","21","","","Karen Gervais","","S","200","25","Philosophy & Feminism","","245","{'day': 'Tu', 'end': '09:25', 'location': 'HH 307', 'start': '08:00'};{'day': 'Th', 'end': '09:20', 'location': 'HH 307', 'start': '08:00'}","False","False","","3","","","O","20043","","Research","2004"
"0000009701","1.0","0000000977","PHIL","","23","","","Karen Gervais","","S","200","22","Biomedical Ethics","","250","{'day': 'Mo', 'end': '08:55', 'location': 'HH 413', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'HH 413', 'start': '08:00'};{'day': 'Fr', 'end': '08:55', 'location': 'HH 413', 'start': '08:00'}","False","False","","3","","","C","20043","","Research","2004"
"0000009702","1.0","0000000979","PHIL","","21","","","Jeanine Grenberg","","S","200","22","Ethics/The Good Life","","252","{'day': 'Mo', 'end': '10:00', 'location': 'HH 516', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'HH 516', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'HH 516', 'start': '09:05'}","False","False","A","3","","","C","20043","","Research","2004"
"0000009703","1.0","0000000979","PHIL","","20","","","Jeanine Grenberg","","S","200","22","Ethics/The Good Life","","252","{'day': 'Mo', 'end': '11:40', 'location': 'HH 516', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'HH 516', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'HH 516', 'start': '10:45'}","False","False","B","3","","","C","20043","","Research","2004"
