"clbid","credits","crsid","department","description","enrolled","firstyear","halfcredit","instructors","junior","learningmode","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","title","type","year"
"0000009873","1.0","0000001191","REL","","22","","","John Barbour","","S","100","25","Bible/Culture/Commun","","121","{'day': 'Mo', 'end': '11:40', 'location': 'BMC 111', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'BMC 111', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'BMC 111', 'start': '10:45'}","False","False","G","3","","","C","20043","","Research","2004"
"0000009874","1.0","0000001191","REL","","23","","","Susan Lindley","","S","100","25","Bible/Culture/Commun","","121","{'day': 'Tu', 'end': '09:25', 'location': 'BMC 111', 'start': '08:00'};{'day': 'Th', 'end': '09:20', 'location': 'BMC 111', 'start': '08:00'}","False","False","H","3","","","C","20043","","Research","2004"
"0000009875","1.0","0000001191","REL","","24","","","Susan Lindley","","S","100","25","Bible/Culture/Commun","","121","{'day': 'Tu', 'end': '11:00', 'location': 'BMC 111', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'BMC 111', 'start': '09:30'}","False","False","I","3","","","C","20043","","Research","2004"
"0000009876","1.0","0000001191","REL","","24","","","Elizabeth C. Galbraith","","S","100","25","Bible/Culture/Commun","","121","{'day': 'Tu', 'end': '13:10', 'location': 'BMC 101', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'BMC 101', 'start': '12:45'}","False","False","J","3","","","C","20043","","Research","2004"
"0000009877","1.0","0000001191","REL","","20","","","Amy R. Gohdes-Luhman","","S","100","25","Bible/Culture/Commun","","121","{'day': 'Tu', 'end': '14:45', 'location': 'BMC 101', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'BMC 101', 'start': '14:15'}","False","False","K","3","","","C","20043","","Research","2004"
"0000009878","1.0","0000001191","REL","","22","","","David Booth","","S","100","25","Bible/Culture/Commun","","121","{'day': 'Mo', 'end': '13:50', 'location': 'BMC 110', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'BMC 110', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'BMC 110', 'start': '12:55'}","False","False","L","3","","","C","20043","","Research","2004"
"0000009879","1.0","0000001191","REL","","24","","","William Poehlmann","","S","100","25","Bible/Culture/Commun","","121","{'day': 'Tu', 'end': '09:25', 'location': 'BMC 102', 'start': '08:00'};{'day': 'Th', 'end': '09:20', 'location': 'BMC 102', 'start': '08:00'}","False","False","M","3","","","C","20043","","Research","2004"
"0000009880","1.0","0000001191","REL","","26","","","Mary E. Anderson","","S","100","25","Bible/Culture/Commun","","121","{'day': 'Mo', 'end': '10:00', 'location': 'BMC 110', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'BMC 110', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'BMC 110', 'start': '09:05'}","False","False","N","3","","","C","20043","","Research","2004"
"0000009881","1.0","0000001191","REL","","22","","","Philip E. Stoltzfus","","S","100","25","Bible/Culture/Commun","","121","{'day': 'Mo', 'end': '12:45', 'location': 'BMC 102', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'BMC 102', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'BMC 102', 'start': '11:50'}","False","False","O","3","","","C","20043","","Research","2004"
"0000009882","1.0","0000001191","REL","","16","","","Philip E. Stoltzfus","","S","100","25","Bible/Culture/Commun","","121","{'day': 'Mo', 'end': '13:50', 'location': 'BMC 102', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'BMC 102', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'BMC 102', 'start': '12:55'}","False","False","P","3","","","C","20043","","Research","2004"
"0000009883","1.0","0000001192","REL","","21","","","Gregory A. Walter","","S","200","25","Essentials Chr Theol","","201","{'day': 'Tu', 'end': '09:25', 'location': 'BMC 101', 'start': '08:00'};{'day': 'Th', 'end': '09:20', 'location': 'BMC 101', 'start': '08:00'}","False","False","A","3","","","C","20043","","Research","2004"
"0000009884","1.0","0000001192","REL","","24","","","Gregory A. Walter","","S","200","25","Essentials Chr Theol","","201","{'day': 'Tu', 'end': '13:10', 'location': 'BMC 102', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'BMC 102', 'start': '12:45'}","False","False","B","3","","","C","20043","","Research","2004"
"0000009885","1.0","0000001193","REL","","19","","","Jason J. Ripley","","S","200","25","Classics and Moderns","","202","{'day': 'Mo', 'end': '11:40', 'location': 'BMC 110', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'BMC 110', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'BMC 110', 'start': '10:45'}","False","False","A","3","","","C","20043","","Research","2004"
"0000009886","1.0","0000001193","REL","","25","","","Jason J. Ripley","","S","200","25","Classics and Moderns","","202","{'day': 'Mo', 'end': '12:45', 'location': 'BMC 110', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'BMC 110', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'BMC 110', 'start': '11:50'}","False","False","B","3","","","C","20043","","Research","2004"
"0000009887","1.0","0000001194","REL","","26","","","Elaine G. Siemsen","","S","200","25","The Greats","","203","{'day': 'Tu', 'end': '11:00', 'location': 'BMC 110', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'BMC 110', 'start': '09:30'}","False","False","A","3","","","C","20043","","Research","2004"
"0000009888","1.0","0000001194","REL","","26","","","Elaine G. Siemsen","","S","200","25","The Greats","","203","{'day': 'Tu', 'end': '13:10', 'location': 'BMC 110', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'BMC 110', 'start': '12:45'}","False","False","B","3","","","C","20043","","Research","2004"
"0000009889","1.0","0000001197","REL","","27","","","Philip E. Stoltzfus","","S","200","25","Intro Feminist Theol","","209","{'day': 'Mo', 'end': '10:00', 'location': 'BMC 111', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'BMC 111', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'BMC 111', 'start': '09:05'}","False","False","","3","","","C","20043","","Research","2004"
"0000009890","1.0","0000001198","REL","","21","","","Mary E. Anderson","","S","200","25","Chr Theol in History","","212","{'day': 'Mo', 'end': '08:55', 'location': 'BMC 110', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'BMC 110', 'start': '08:00'};{'day': 'Fr', 'end': '08:55', 'location': 'BMC 110', 'start': '08:00'}","False","False","","3","","","C","20043","","Research","2004"
"0000009891","1.0","0000001202","REL","","25","","","Jamie A. Schillinger","","S","200","25","Christ/Islamic Ethics","","217","{'day': 'Mo', 'end': '13:50', 'location': 'BMC 111', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'BMC 111', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'BMC 111', 'start': '12:55'}","False","False","","3","","","C","20043","","Research","2004"
"0000009892","1.0","0000001207","REL","","31","","","William Poehlmann","","S","200","25","St.Paul/Letter/Gospel","","223","{'day': 'Mo', 'end': '11:40', 'location': 'BMC 102', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'BMC 102', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'BMC 102', 'start': '10:45'}","False","False","","3","","","C","20043","","Research","2004"
"0000009893","1.0","0000001211","REL","","26","","","Jason J. Ripley","","S","200","25","Jews & Christians/Aft","","227","{'day': 'Tu', 'end': '09:25', 'location': 'BMC 110', 'start': '08:00'};{'day': 'Th', 'end': '09:20', 'location': 'BMC 110', 'start': '08:00'}","False","False","","3","","","C","20043","","Research","2004"
"0000009894","1.0","0000001213","REL","","22","","","Gary Stansell","","S","200","25","Theology of Creation","","230","{'day': 'Mo', 'end': '10:00', 'location': 'BMC 101', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'BMC 101', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'BMC 101', 'start': '09:05'}","False","False","","3","","","C","20043","","Research","2004"
"0000009895","0.25","0000016219","REL","","3","","","Gary Stansell","","S","200","10","FLC - German","","230","","False","False","L","3","","","C","20043","","FLAC","2004"
"0000009896","1.0","0000001217","REL","","25","","","Jamie A. Schillinger","","S","200","25","Islam-Rel & Community","","246","{'day': 'Mo', 'end': '14:55', 'location': 'BMC 102', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'BMC 102', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'BMC 102', 'start': '14:00'}","False","False","","3","","","C","20043","","Research","2004"
"0000009897","1.0","0000001221","REL","","29","","","Barbara Reed","","S","200","25","Religions China/Japan","","256","{'day': 'Tu', 'end': '11:00', 'location': 'BMC 101', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'BMC 101', 'start': '09:30'}","False","False","","3","","","C","20043","","Research","2004"
"0000009898","1.0","0000001228","REL","","26","","","Margaret Odell","","S","200","25","Hebrew Prophets","","271","{'day': 'Tu', 'end': '14:45', 'location': 'BMC 102', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'BMC 102', 'start': '14:15'}","False","False","","3","","","C","20043","","Research","2004"
"0000009899","1.0","0000001232","REL","","30","","","James Hanson","","S","200","25","The Ethics of Jesus","","276","{'day': 'Mo', 'end': '13:50', 'location': 'BMC 101', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'BMC 101', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'BMC 101', 'start': '12:55'}","False","False","","3","","","C","20043","","Research","2004"
"0000009900","1.0","0000001233","REL","","19","","","John Barbour","","S","200","25","Religion & Literature","","280","{'day': 'Mo', 'end': '14:55', 'location': 'BMC 111', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'BMC 111', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'BMC 111', 'start': '14:00'}","False","False","","3","","","C","20043","","Research","2004"
"0000009901","1.0","0000001236","REL","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","3","","","O","20043","","Research","2004"
"0000009902","1.0","0000001239","REL","","3","","","James Hanson","","S","200","999","IS/Noncanonical Jesus","","298","","False","False","","3","","","O","20043","","Research","2004"
"0000009903","1.0","0000001242","REL","","17","","","Elizabeth C. Galbraith","","S","300","15","Hist Chr Thought II","","303","{'day': 'Tu', 'end': '14:45', 'location': 'BMC 110', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'BMC 110', 'start': '14:15'}","False","False","","3","","","C","20043","","Research","2004"
"0000009904","1.0","0000001244","REL","","8","","","William Poehlmann","","S","300","15","Top: Intrp Sacred Txt","","320","{'day': 'Tu', 'end': '11:00', 'location': 'BMC 109', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'BMC 109', 'start': '09:30'}","False","False","","3","","","O","20043","","Topic","2004"
"0000009905","1.0","0000001246","REL","","25","","","David Booth","","S","300","15","Feminist/Chr Ethic","","344","{'day': 'Mo', 'end': '22:00', 'location': 'BMC 110', 'start': '19:00'}","False","False","","3","","","C","20043","","Research","2004"
"0000009906","1.0","0000001253","REL","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","3","","","O","20043","","Research","2004"
"0000009907","1.0","0000001257","REL","","1","","","James Hanson","","S","300","999","IR/Jesus and Judaism","","398","","False","False","","3","","","O","20043","","Research","2004"
"0000009908","1.0","0000001257","REL","","1","","","John Barbour","","S","300","999","IR/Body in Conversion","","398","","False","False","A","3","","","O","20043","","Research","2004"
"0000009909","1.0","0000001257","REL","","1","","","Eric Lund","","S","300","999","IR/Percept of ISrael","","398","","False","False","B","3","","","O","20043","","Research","2004"
"0000009910","1.0","0000001258","REL","","7","","","Barbara Reed","","S","300","15","Th Sem: Rel, Globalism","","399","{'day': 'Tu', 'end': '13:10', 'location': 'BMC 109', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'BMC 109', 'start': '12:45'}","False","False","A","3","","","O","20043","","Seminar","2004"
"0000009911","1.0","0000001258","REL","","5","","","Susan Lindley","","S","300","15","Th Sem: Devmts/Am Rel","","399","{'day': 'Mo', 'end': '12:45', 'location': 'BMC 109', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'BMC 109', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'BMC 109', 'start': '11:50'}","False","False","B","3","","","O","20043","","Seminar","2004"
"0000009912","1.0","0000001261","RUSSN","","10","","","Marc Robinson","","S","100","10","Beginning Russian II","","112","{'day': 'Mo', 'end': '12:45', 'location': 'OM 011', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'OM 011', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'OM 011', 'start': '11:50'};{'day': 'Tu', 'end': '12:45', 'location': 'OM 003', 'start': '11:50'}","False","False","A","3","","","C","20043","","Research","2004"
"0000009913","1.0","0000001261","RUSSN","","5","","","Marc Robinson","","S","100","10","Beginning Russian II","","112","{'day': 'Mo', 'end': '14:55', 'location': 'OM 011', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'OM 011', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'OM 011', 'start': '14:00'};{'day': 'Tu', 'end': '12:45', 'location': 'OM 003', 'start': '11:50'}","False","False","B","3","","","O","20043","","Research","2004"
"0000009914","1.0","0000001261","RUSSN","","5","","","Marc Robinson","","S","100","10","Beginning Russian II","","112","{'day': 'Mo', 'end': '12:45', 'location': 'OM 011', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'OM 011', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'OM 011', 'start': '11:50'};{'day': 'Tu', 'end': '14:55', 'location': 'OM 003', 'start': '14:00'}","False","False","C","3","","","O","20043","","Research","2004"
"0000009915","1.0","0000001261","RUSSN","","6","","","Marc Robinson","","S","100","10","Beginning Russian II","","112","{'day': 'Mo', 'end': '14:55', 'location': 'OM 011', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'OM 011', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'OM 011', 'start': '14:00'};{'day': 'Tu', 'end': '14:55', 'location': 'OM 003', 'start': '14:00'}","False","False","D","3","","","O","20043","","Research","2004"
"0000009916","1.0","0000001266","RUSSN","","13","","","Irina Walter","","S","200","15","Intermed Russian II","","232","{'day': 'Mo', 'end': '12:45', 'location': 'OM 004', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'OM 004', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'OM 004', 'start': '11:50'};{'day': 'Tu', 'end': '12:45', 'location': 'OM 030', 'start': '11:50'}","False","False","","3","","","O","20043","","Research","2004"
"0000009917","1.0","0000001270","RUSSN","","9","","","Irina Walter","","S","200","15","Russ Culture & Civ","","254","{'day': 'Mo', 'end': '13:50', 'location': 'OM 004', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'OM 004', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'OM 004', 'start': '12:55'}","False","False","","3","","","O","20043","","Research","2004"
"0000009918","1.0","0000001272","RUSSN","","20","","","Marc Robinson","","S","200","20","Intro Russ Lit I-Tr","","261","{'day': 'Mo', 'end': '11:40', 'location': 'OM 011', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'OM 011', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'OM 011', 'start': '10:45'}","False","False","","3","","","C","20043","","Research","2004"
"0000009919","1.0","0000001276","RUSSN","","1","","","Marc Robinson","","S","200","999","IS/Metaph,Faith,Film","","298","","False","False","","3","","","O","20043","","Research","2004"
"0000009920","1.0","0000001278","RUSSN","","4","","","Irina Walter","","S","300","10","The Russian Press","","372","{'day': 'Mo', 'end': '14:55', 'location': 'OM 003', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'OM 003', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'OM 003', 'start': '14:00'}","False","False","","3","","","O","20043","","Research","2004"
