"clbid","credits","crsid","department","description","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","status","term","title","type","year"
"0000081166","0.5","0000000153","BIO","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Center for Experiential Learning, enlist a faculty supervisor, and complete an internship application. Internships do not count toward the biology major requirements.","2","0","2","0","0","","Angell, Diane K.","{'fsnum': '256', 'name': 'Angell, Diane K.'}","200","","Academic Internship","","294","","True","False","A","5","O","20105","Internship","Research","2010"
"0000081227","0.5","0000000153","BIO","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Center for Experiential Learning, enlist a faculty supervisor, and complete an internship application. Internships do not count toward the biology major requirements.","1","0","1","0","0","","Porterfield, Jean C.","{'fsnum': '14015', 'name': 'Porterfield, Jean C.'}","200","","Academic Internship","","294","","True","False","B","5","O","20105","Internship","Research","2010"
"0000081343","0.5","0000000153","BIO","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Center for Experiential Learning, enlist a faculty supervisor, and complete an internship application. Internships do not count toward the biology major requirements.","1","0","1","0","0","","Van Wylen, David","{'fsnum': '8768', 'name': 'Van Wylen, David'}","200","","Academic Internship","","294","","True","False","C","5","O","20105","Internship","Research","2010"
"0000081441","0.5","0000000153","BIO","Internships are designed to provide career-testing opportunities. Students interested in an internship should consult with the Center for Experiential Learning, enlist a faculty supervisor, and complete an internship application. Internships do not count toward the biology major requirements.","1","0","1","0","0","","Walter, Anne","{'fsnum': '8876', 'name': 'Walter, Anne'}","200","","Academic Internship","","294","","True","False","D","5","O","20105","Internship","Research","2010"
"0000081473","1.0","0000000154","BIO","Independent study allows students to study in an area not covered in the regular biology course offerings. The student undertakes substantial independent study in a defined biological field, meets regularly with faculty supervisor, and prepares some form of presentation of the material learned. The student must obtain permission of supervisor and complete an independent study form available from the Registrar's Office or its Web site.","1","0","0","1","0","WRI","Porterfield, Jean C.","{'fsnum': '14015', 'name': 'Porterfield, Jean C.'}","200","","IS/Exotic Veterinar Kenya","","298","","False","False","","5","O","20105","Independent Study","Research","2010"
"0000081162","1.0","0000000175","BIO","Independent research is offered for students dedicated to an in-depth research experience. In conjunction with a faculty supervisor, a student conceives and performs a research project leading to the writing of a major research paper and a poster presentation. Independent research requires permission of a supervisor, a secondary faculty reader of the paper, and completion of an independent research form available at the Registrar's Office or its Web site.","1","0","0","1","0","","Crisp, Kevin M.","{'fsnum': '17430', 'name': 'Crisp, Kevin M.'}","300","","IR/C-Sure Neuroprosthetic","","398","","False","False","","5","O","20105","Independent Research","Research","2010"
"0000080444","1.0","0000000194","CHEM","This course provides a sequential introduction to physical chemistry. Beginning with an introduction to statistical aspects of chemical equilibria, it explores the relationships between energy, entropy and equilibria (thermodynamics); oxidation-reduction reactions and electrochemistry; transitions between phases; and rates of reactions. Students attend three classes and one three-hour laboratory per week. Prerequisite: Chemistry 125, or 121 and 123 and Mathematics 120 or 121 or permission of instructor. Offered annually in the spring semester.","6","1","2","1","2","NSC;NSL;SED","Riley, Patrick N.","{'fsnum': '14194', 'name': 'Riley, Patrick N.'}","100","","Chemical Reactions","","126","{'day': 'Mo', 'end': '11:30', 'location': 'RNS 310', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'RNS 310', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'RNS 310', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'RNS 310', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'RNS 310', 'start': '10:00'}","False","Chemistry 125, or 121 and 123 and Mathematics 120 or 121 or permission of instructor. Offered annually in the spring semester.","","5","O","20105","Energies and Rates of Chemical Reactions","Research","2010"
"0000080445","","0000000195","CHEM","","6","1","2","1","2","","Riley, Patrick N.","{'fsnum': '14194', 'name': 'Riley, Patrick N.'}","100","","Chemical Reactions Lab","","126","{'day': 'Mo', 'end': '16:00', 'location': 'RNS 350', 'start': '13:00'};{'day': 'We', 'end': '16:00', 'location': 'RNS 350', 'start': '13:00'}","False","","","5","O","20105","","Lab","2010"
"0000080446","1.0","0000000197","CHEM","This course is a continuation of Chemistry 247 topics. Chemistry 248 delves into the chemistry of functional groups, especially those that play a role in the reactivity of biomolecules such as carbohydrates, lipids, proteins ,and nucleic acids. Together, Chemistry 247 and 248 provide a full treatment of introductory organic chemistry. Prerequisite: Chemistry 247 or permission of instructor. Offered annually in the spring semester.","23","7","2","12","2","","Gittins, Peter J.","{'fsnum': '21144', 'name': 'Gittins, Peter J.'}","200","","Organic Chemistry II","Concurrent registration in Chem 253 A or B lab is recommended, but not required.","248","{'day': 'Mo', 'end': '09:30', 'location': 'RNS 310', 'start': '08:00'};{'day': 'Tu', 'end': '09:30', 'location': 'RNS 310', 'start': '08:00'};{'day': 'We', 'end': '09:30', 'location': 'RNS 310', 'start': '08:00'};{'day': 'Th', 'end': '09:30', 'location': 'RNS 310', 'start': '08:00'};{'day': 'Fr', 'end': '09:30', 'location': 'RNS 310', 'start': '08:00'}","False","Chemistry 247 or permission of instructor. Offered annually in the spring semester.","","5","O","20105","","Research","2010"
"0000080447","0.25","0000000200","CHEM","This course is a continuation of Chemistry 253. Students gain more experience with techniques used in Chemistry 253 and in addition use gas chromatographic/mass spectrometric analyses. Students attend one three-hour laboratory each week. P/N only. Prerequisites: Chemistry 253 and previous or concurrent registration in Chemistry 248. Offered annually in the spring semester.","17","6","1","8","2","","Hanson, Robert","{'fsnum': '3090', 'name': 'Hanson, Robert'}","200","24","Synthesis Lab II","","254","{'day': 'Mo', 'end': '16:00', 'location': 'RNS 340', 'start': '13:00'};{'day': 'We', 'end': '16:00', 'location': 'RNS 340', 'start': '13:00'}","True","Prerequisites: Chemistry 253 and previous or concurrent registration in Chemistry 248. Offered annually in the spring semester.","A","5","O","20105","Synthesis Laboratory II","Lab","2010"
"0000080448","0.25","0000000200","CHEM","This course is a continuation of Chemistry 253. Students gain more experience with techniques used in Chemistry 253 and in addition use gas chromatographic/mass spectrometric analyses. Students attend one three-hour laboratory each week. P/N only. Prerequisites: Chemistry 253 and previous or concurrent registration in Chemistry 248. Offered annually in the spring semester.","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","200","20","Synthesis Lab II","","254","{'day': 'Tu', 'end': '16:00', 'location': 'RNS 340', 'start': '13:00'};{'day': 'Th', 'end': '16:00', 'location': 'RNS 340', 'start': '13:00'}","True","Prerequisites: Chemistry 253 and previous or concurrent registration in Chemistry 248. Offered annually in the spring semester.","B","5","X","20105","Synthesis Laboratory II","Lab","2010"
"0000081216","0.5","0000000204","CHEM","","2","1","1","0","0","","Beussman, Douglas J.","{'fsnum': '15745', 'name': 'Beussman, Douglas J.'}","200","","Academic Internship","","294","","True","","","5","O","20105","Internship","Research","2010"
"0000081442","1.0","0000000223","CHEM","","1","0","1","0","0","","Schwinefus, Jeff J.","{'fsnum': '14915', 'name': 'Schwinefus, Jeff J.'}","300","","IR/Single Molecule Magnet","","398","","False","","","5","O","20105","Independent Research","Research","2010"
"0000080458","1.0","0000000413","ENGL","From the intimate personal essay to more externally driven literary journalism, creative nonfiction covers a range of forms. Students learn to combine fictional techniques, personal recollections, and direct exposition in assignments that might include memoir, personal essay, cultural criticism, nature writing, book and film reviewing, and ""new journalism."" Contemporary nonfiction writers such as Annie Dillard, Scott Russell Sanders, Judith Ortiz Cofer, and John McPhee provide models and inspiration for writing in the course. Prerequisite: FYW or its equivalent and sophomore status.","13","1","4","5","3","WRI","Longfellow, Stephen","{'fsnum': '19382', 'name': 'Longfellow, Stephen'}","200","","Creative Wrtg: Non-Fic","","291","{'day': 'Mo', 'end': '11:30', 'location': 'TOH 314', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'TOH 314', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'TOH 314', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'TOH 314', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'TOH 314', 'start': '10:00'}","False","FYW or its equivalent and sophomore status.","","5","O","20105","Intermediate Creative Nonfiction Writing","Research","2010"
"0000081547","1.0","0000000433","ENGL","","1","0","1","0","0","","Hill, Jan C.","{'fsnum': '109', 'name': 'Hill, Jan C.'}","200","","Academic Internship","","294","","True","","","5","O","20105","Internship","Research","2010"
"0000081247","1.0","0000000464","ENVST","","1","0","0","1","0","","Jackson, Paul T.","{'fsnum': '3644', 'name': 'Jackson, Paul T.'}","200","","Academic Internship","","294","","True","","","5","O","20105","Internship","Research","2010"
"0000081345","0.5","0000000464","ENVST","","1","0","1","0","0","","Walter, Anne","{'fsnum': '8876', 'name': 'Walter, Anne'}","200","","Academic Internship","","294","","True","","A","5","O","20105","Internship","Research","2010"
"0000081433","0.5","0000000464","ENVST","","1","0","1","0","0","","Jackson, Paul T.","{'fsnum': '3644', 'name': 'Jackson, Paul T.'}","200","","Academic Internship","","294","","True","","B","5","O","20105","Internship","Research","2010"
"0000081066","0.25","0000024324","ESAC","","9","0","6","1","2","PHA;SPM","Cook, Kevin","{'fsnum': '17651', 'name': 'Cook, Kevin'}","100","","Bowling","First day of class is July 19, 2011.  Meet in front of Buntrock at 2:15 p.m.","104","{'day': 'Mo', 'end': '16:00', 'location': 'TBA', 'start': '14:30'};{'day': 'Tu', 'end': '16:00', 'location': 'TBA', 'start': '14:30'};{'day': 'We', 'end': '16:00', 'location': 'TBA', 'start': '14:30'};{'day': 'Th', 'end': '16:00', 'location': 'TBA', 'start': '14:30'};{'day': 'Fr', 'end': '16:00', 'location': 'TBA', 'start': '14:30'}","False","","","5","O","20105","","Research","2010"
"0000080463","0.5","0000001012","ESAC","Students personally apply the basic principles of exercise through conditioning, strength development, endurance training, and aerobic activities. Students participate in a wide range of assessments designed to enhance physical fitness.","8","0","3","5","0","PHA;SPM","Cook, Kevin","{'fsnum': '17651', 'name': 'Cook, Kevin'}","100","","Individual Fitness.50","","133","{'day': 'Mo', 'end': '09:30', 'location': 'SAC 112', 'start': '08:00'};{'day': 'Tu', 'end': '09:30', 'location': 'SAC 112', 'start': '08:00'};{'day': 'We', 'end': '09:30', 'location': 'SAC 112', 'start': '08:00'};{'day': 'Th', 'end': '09:30', 'location': 'SAC 112', 'start': '08:00'};{'day': 'Fr', 'end': '09:30', 'location': 'SAC 112', 'start': '08:00'}","False","False","","5","O","20105","Individual Fitness","Research","2010"
"0000081362","0.5","0000001050","ESTH","This course introduces students to the areas of sport psychology, sport administration, sport physiology, and sport pedagogy and serves as a foundation to the series of courses required for coaching certification. Successful completion of the course may include certification in the American Sport Education Program (ASEP). Offered every year.","0","0","0","0","0","","Ahrar, Shahram","{'fsnum': '17543', 'name': 'Ahrar, Shahram'}","200","","Intro to Coaching","","238","{'day': 'Mo', 'end': '09:30', 'location': 'SAC 103', 'start': '08:00'};{'day': 'Tu', 'end': '09:30', 'location': 'SAC 103', 'start': '08:00'};{'day': 'We', 'end': '09:30', 'location': 'SAC 103', 'start': '08:00'};{'day': 'Th', 'end': '09:30', 'location': 'SAC 103', 'start': '08:00'};{'day': 'Fr', 'end': '09:30', 'location': 'SAC 103', 'start': '08:00'}","False","False","","5","X","20105","Introduction to Coaching","Research","2010"
"0000081217","0.5","0000001057","ESTH","","1","0","0","1","0","","Book, Cindy","{'fsnum': '694', 'name': 'Book, Cindy'}","200","","Academic Internship","","294","","True","","","5","O","20105","Internship","Research","2010"
"0000081156","1.0","0000024394","FILM","","1","0","1","0","0","","Borden, Amy E.","{'fsnum': '21910', 'name': 'Borden, Amy E.'}","200","","Academic Internship","","294","","True","","","5","O","20105","","Research","2010"
"0000081165","0.5","0000000624","HIST","","1","0","1","0","0","","Fure-Slocum, Eric J.","{'fsnum': '10197', 'name': 'Fure-Slocum, Eric J.'}","200","","Academic Internship","","294","","True","","","5","O","20105","Internship","Research","2010"
"0000081479","1.0","0000000625","HIST","","1","0","0","0","1","","Carrington, J. L.","{'fsnum': '971', 'name': 'Carrington, J. L.'}","200","","IS/Mysticism and Peace","","298","","False","","","5","O","20105","Independent Study","Research","2010"
"0000080453","1.0","0000000499","ID","This course provides an examination and application of the key content, skills, and perspectives of human geography. The lens of the geographer focuses on the spatial distribution of phenomena over the surface of the earth, asking the questions ""where?"" and ""why there?"". The practices and skills of geography are used to investigate a variety of issues in the Middle East, including environmental problems, the culture and management of sacred places, and the reasons for war and the need for peace.","6","0","3","1","2","HBS;MCG;MCS-G","McClure, Robert W.","{'fsnum': '16582', 'name': 'McClure, Robert W.'}","200","","Human Geography","","234","{'day': 'Mo', 'end': '11:30', 'location': 'TOH 214', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'TOH 214', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'TOH 214', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'TOH 214', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'TOH 214', 'start': '10:00'}","False","False","","5","O","20105","Human Geography of the Middle East","Research","2010"
"0000081265","1.0","0000024281","ID","","10","0","10","0","0","WRI","Campbell, Heather","{'fsnum': '903', 'name': 'Campbell, Heather'}","200","","McNair Research Writing","","237","","False","","","5","C","20105","","Research","2010"
"0000081347","0.5","0000000707","ID","","8","4","1","1","2","","Carlsen, Mary","{'fsnum': '938', 'name': 'Carlsen, Mary'}","200","","Academic Internship","","294","","True","","","5","O","20105","","Research","2010"
"0000081349","0.5","0000000707","ID","","3","0","0","3","0","","Campbell, Heather","{'fsnum': '903', 'name': 'Campbell, Heather'}","200","","Academic Internship","","294","","True","","A","5","O","20105","","Research","2010"
"0000081352","0.5","0000000707","ID","","3","0","1","1","1","","Farrell, James","{'fsnum': '2030', 'name': 'Farrell, James'}","200","","Academic Internship","","294","","True","","B","5","O","20105","","Research","2010"
"0000081353","0.5","0000000707","ID","","4","0","3","1","0","","Williamson, Thomas A.","{'fsnum': '14223', 'name': 'Williamson, Thomas A.'}","200","","Academic Internship","","294","","True","","C","5","O","20105","","Research","2010"
"0000081344","0.5","0000000751","MATH","","1","0","1","0","0","","Pomponio, Xun","{'fsnum': '6399', 'name': 'Pomponio, Xun'}","200","","Academic Internship","","294","","True","","","5","O","20105","Internship","Research","2010"
"0000081185","1.0","0000000755","MATH","The main topics of this course are measure theory on the real line, the Lebesgue integral and its relation to the Riemann integral, and convergence theorems for the Lebesgue integral. Applications to probability and harmonic analysis may be included. Prerequisite: Mathematics 244. Offered in 2011-12 and alternate years.","1","0","0","0","1","","Hanson, Bruce","{'fsnum': '3033', 'name': 'Hanson, Bruce'}","300","","Real Analysis II","","344","","False","Mathematics 244. Offered in 2011-12 and alternate years.","","5","C","20105","","Research","2010"
"0000081182","0.5","0000000795","MEDIA","","1","0","1","0","0","","Griep, Mary","{'fsnum': '2757', 'name': 'Griep, Mary'}","200","","Academic Internship","","294","","True","","","5","O","20105","Internship","Research","2010"
"0000081206","0.5","0000000795","MEDIA","","5","0","4","1","0","","Sonnega, Bill","{'fsnum': '7676', 'name': 'Sonnega, Bill'}","200","","Academic Internship","","294","","True","","A","5","O","20105","Internship","Research","2010"
"0000081239","1.0","0000000795","MEDIA","","1","0","1","0","0","","Sonnega, Bill","{'fsnum': '7676', 'name': 'Sonnega, Bill'}","200","","Academic Internship","","294","","True","","B","5","O","20105","Internship","Research","2010"
"0000081243","0.5","0000000795","MEDIA","","2","0","1","0","1","","Hill, Jan C.","{'fsnum': '109', 'name': 'Hill, Jan C.'}","200","","Academic Internship","","294","","True","","C","5","O","20105","Internship","Research","2010"
"0000081340","1.0","0000000795","MEDIA","","1","0","0","0","1","","Hill, Jan C.","{'fsnum': '109', 'name': 'Hill, Jan C.'}","200","","Academic Internship","","294","","True","","D","5","O","20105","Internship","Research","2010"
"0000081348","0.5","0000000795","MEDIA","","1","0","1","0","0","","Christie, Sian E.","{'fsnum': '16804', 'name': 'Christie, Sian E.'}","200","","Academic Internship","","294","","True","","E","5","O","20105","Internship","Research","2010"
"0000081154","1.0","0000000784","MGMT","","3","1","2","0","0","","Goedde, Richard","{'fsnum': '2661', 'name': 'Goedde, Richard'}","200","","Academic Internship","","294","","True","","","5","O","20105","Internship","Research","2010"
"0000081254","0.5","0000000784","MGMT","","3","0","2","1","0","","Christie, Sian E.","{'fsnum': '16804', 'name': 'Christie, Sian E.'}","200","","Academic Internship","","294","","True","","A","5","O","20105","Internship","Research","2010"
"0000080717","1.0","0000000804","MUSIC","Primarily for non-music majors, this course presents the fundamental materials of music and exposes students to the development of styles, ideals, practices, and technologies that provide context for listening with understanding. Through a study of landmark works from the 17th to the 20th century, students develop and practice listening techniques that sharpen critical perception and open the door to a fuller enjoyment of the musical arts. The ability to read musical scores is helpful but not required. Activity fee. Offered during interim 2011.","0","0","0","0","0","ALS-A;ORC","Castro, David R.","{'fsnum': '20190', 'name': 'Castro, David R.'}","100","","The Art of Music","","131","{'day': 'Mo', 'end': '16:00', 'location': '', 'start': '14:30'};{'day': 'Tu', 'end': '16:00', 'location': '', 'start': '14:30'};{'day': 'We', 'end': '16:00', 'location': '', 'start': '14:30'};{'day': 'Th', 'end': '16:00', 'location': '', 'start': '14:30'};{'day': 'Fr', 'end': '16:00', 'location': '', 'start': '14:30'}","False","False","","5","X","20105","","Research","2010"
"0000081346","0.5","0000000846","MUSIC","","1","0","0","1","0","","Byl, Julia","{'fsnum': '21953', 'name': 'Byl, Julia'}","200","","Academic Internship","","294","","True","","","5","O","20105","Internship","Research","2010"
"0000081194","1.0","0000000937","NORW","","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","300","","IR/","","398","","False","","","5","O","20105","Independent Research","Research","2010"
"0000081220","1.0","0000000942","NURS","Does not count toward the major.","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","Academic Internship","","294","","True","False","","5","O","20105","Internship","Research","2010"
"0000081219","0.5","0000000961","NURS","Does not count toward the major.","2","0","1","0","1","","Glazebrook, Rita","{'fsnum': '2650', 'name': 'Glazebrook, Rita'}","300","","Academic Internship","","394","","True","False","","5","O","20105","Internship","Research","2010"
"0000081221","1.0","0000000961","NURS","Does not count toward the major.","3","0","3","0","0","","Glazebrook, Rita","{'fsnum': '2650', 'name': 'Glazebrook, Rita'}","300","","Academic Internship","","394","","True","False","A","5","O","20105","Internship","Research","2010"
"0000081255","1.0","0000000986","PHIL","","1","0","0","1","0","","Taliaferro, Charles","{'fsnum': '8230', 'name': 'Taliaferro, Charles'}","200","","IS/Informal Logic/Reason","","298","","False","","","5","O","20105","Independent Study","Research","2010"
"0000081142","0.5","0000001139","PSCI","Internships are available in a wide variety of public and private institutions including the state legislature, lobbying agencies, law firms, media organizations, corporate public affairs, and executive agencies.","1","1","0","0","0","","Thalhammer, Kris","{'fsnum': '8281', 'name': 'Thalhammer, Kris'}","200","","Academic Internship","","294","","True","False","","5","O","20105","Internship","Research","2010"
"0000081242","1.0","0000001178","PSYCH","","1","0","1","0","0","","Oriña, M. Minda","{'fsnum': '20155', 'name': 'Oriña, M. Minda'}","200","","Academic Internship","","294","","True","","","5","O","20105","","Research","2010"
"0000080456","1.0","0000001207","REL","Students read Pauline letters carefully for their major issues, such as apocalyptic, gospel, apostleship, Jew and Gentile, faith, Torah, community. Considering Paul in the context of his times and Paul in the context of later Christianity, students discuss topics such as Jews and Christians, men and women, creation, grace in Paul and present-day experience. Prerequisite: BTS-B","8","0","4","4","0","BTS-T;WRI","Hanson, James","{'fsnum': '3061', 'name': 'Hanson, James'}","200","25","St. Paul/Letter/Gospel","","223","{'day': 'Mo', 'end': '11:30', 'location': 'TOH 110', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'TOH 110', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'TOH 110', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'TOH 110', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'TOH 110', 'start': '10:00'}","False","BTS-B","","5","O","20105","Paul: His Letters, His Gospel","Research","2010"
"0000080457","1.0","0000001232","REL","This course examines the ethical teachings of Jesus as found in the canonical Gospels (with special focus on the Sermon on the Mount), explores how these teachings have been understood at some major moments in Western history, and brings them to bear on the task of contemporary ethical reflection. Issues examined include, for example, non-violence, social and economic justice, sexuality, and ethnic conflict. Prerequisites: completion of BTS-B and BTS-T or permission of instructor.","24","1","12","7","4","EIN;WRI","Hanson, James","{'fsnum': '3061', 'name': 'Hanson, James'}","200","25","The Ethics of Jesus","","276","{'day': 'Mo', 'end': '14:00', 'location': 'TOH 108', 'start': '12:30'};{'day': 'Tu', 'end': '14:00', 'location': 'TOH 108', 'start': '12:30'};{'day': 'We', 'end': '14:00', 'location': 'TOH 108', 'start': '12:30'};{'day': 'Th', 'end': '14:00', 'location': 'TOH 108', 'start': '12:30'};{'day': 'Fr', 'end': '14:00', 'location': 'TOH 108', 'start': '12:30'}","False","Prerequisites: completion of BTS-B and BTS-T or permission of instructor.","","5","C","20105","","Research","2010"
"0000081226","0.5","0000001236","REL","","1","0","1","0","0","","Schillinger, Jamie A.","{'fsnum': '15819', 'name': 'Schillinger, Jamie A.'}","200","","Academic Internship","","294","","True","","","5","O","20105","","Research","2010"
"0000081251","0.5","0000001236","REL","","1","0","1","0","0","","Schuurman, Douglas","{'fsnum': '7248', 'name': 'Schuurman, Douglas'}","200","","Academic Internship","","294","","True","","A","5","O","20105","","Research","2010"
"0000081241","1.0","0000001253","REL","","1","0","1","0","0","","Ojala, Margaret","{'fsnum': '5816', 'name': 'Ojala, Margaret'}","300","","Academic Internship","","394","","True","","","5","O","20105","Internship","Research","2010"
"0000081007","1.0","0000023944","SOAN","This courses focuses on the theories, political goals, strategies, and activities of the emerging trends of Islamic feminisms. After mapping the landscape of this movement and identifying its different manifestations, students investigate Islamic feminists' readings and interpretations of the Quran, Hadith, and Islamic history. The course examines methods Islamic feminists use in interpreting and reinterpreting such sources, politics and strategies they employ, and the impact of their work on Muslim women's lives worldwide.","0","0","0","0","0","MCG;MCS-G","Al Atiyat, Ibtesam","{'fsnum': '21084', 'name': 'Al Atiyat, Ibtesam'}","200","","Intro Islamic Feminisms","","235","{'day': 'Mo', 'end': '14:00', 'location': 'TOH 308', 'start': '12:30'};{'day': 'Tu', 'end': '14:00', 'location': 'TOH 308', 'start': '12:30'};{'day': 'We', 'end': '14:00', 'location': 'TOH 308', 'start': '12:30'};{'day': 'Th', 'end': '14:00', 'location': 'TOH 308', 'start': '12:30'};{'day': 'Fr', 'end': '14:00', 'location': 'TOH 308', 'start': '12:30'}","False","False","","5","X","20105","Introduction to Islamic Feminisms","Research","2010"
