"clbid","credits","crsid","department","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","max_fy","max_jr","max_so","max_sr","name","notes","number","offerings","pn","section","semester","status","term","type","year"
"0000008404","1.0","0000001194","REL","27","0","17","6","4","BTS-T;WRI","Siemsen, Elaine G.","{'fsnum': '15034', 'name': 'Siemsen, Elaine G.'}","200","25","","","","","The Greats","","203","{'day': 'Tu', 'end': '13:10', 'location': 'BMC 102', 'start': '23:45'};{'day': 'Th', 'end': '14:05', 'location': 'BMC 102', 'start': '12:45'}","False","","1","C","20041","Research","2004"
"0000008405","1.0","0000001195","REL","71","0","20","42","9","BTS-T","Santurri, Edmund","{'fsnum': '7020', 'name': 'Santurri, Edmund'}","200","90","","","","","Chr Theol/Moral Life","","207","{'day': 'Mo', 'end': '10:00', 'location': 'RML 515', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'RML 515', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'RML 515', 'start': '09:05'}","False","","1","C","20041","Research","2004"
"0000008406","1.0","0000001197","REL","49","1","20","13","15","BTS-T;WRI","Booth, David","{'fsnum': '712', 'name': 'Booth, David'}","200","25","","","","","Intro Feminist Theol","","209","{'day': 'Mo', 'end': '14:55', 'location': 'BMC 110', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'BMC 110', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'BMC 110', 'start': '14:00'}","False","","1","C","20041","Research","2004"
"0000008407","1.0","0000001199","REL","31","0","15","9","7","BTS-T;WRI","Lund, Eric","{'fsnum': '4838', 'name': 'Lund, Eric'}","200","25","","","","","Lutheran Heritage","","213","{'day': 'Mo', 'end': '11:40', 'location': 'SC 130', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'SC 130', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'SC 130', 'start': '10:45'}","False","","1","C","20041","Research","2004"
"0000008408","0.25","0000001199","REL","8","0","5","1","2","","Lund, Eric","{'fsnum': '4838', 'name': 'Lund, Eric'}","200","10","","","","","FLC-German","","213","","True","L","1","C","20041","Research","2004"
"0000008409","1.0","0000001201","REL","26","0","7","17","2","BTS-T;WRI","Lindley, Susan","{'fsnum': '4813', 'name': 'Lindley, Susan'}","200","25","","","","","Types Protestantism","","215","{'day': 'Mo', 'end': '10:00', 'location': 'BMC 110', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'BMC 110', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'BMC 110', 'start': '09:05'}","False","A","1","C","20041","Research","2004"
"0000008410","1.0","0000001201","REL","27","0","8","12","7","BTS-T;WRI","Lindley, Susan","{'fsnum': '4813', 'name': 'Lindley, Susan'}","200","25","","","","","Types Protestantism","","215","{'day': 'Mo', 'end': '11:40', 'location': 'BMC 110', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'BMC 110', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'BMC 110', 'start': '10:45'}","False","B","1","C","20041","Research","2004"
"0000008411","1.0","0000001206","REL","25","1","10","4","10","BTS-T;ORC","Odell, Margaret","{'fsnum': '5800', 'name': 'Odell, Margaret'}","200","25","","","","","The Biblical God","","222","{'day': 'Mo', 'end': '13:50', 'location': 'BMC 111', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'BMC 111', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'BMC 111', 'start': '12:55'}","False","","1","C","20041","Research","2004"
"0000008412","1.0","0000001212","REL","28","0","9","13","6","BTS-T;WRI","Poehlmann, William","{'fsnum': '6381', 'name': 'Poehlmann, William'}","200","25","","","","","Worship and Theology","","228","{'day': 'Mo', 'end': '14:55', 'location': 'BMC 111', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'BMC 111', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'BMC 111', 'start': '14:00'}","False","","1","C","20041","Research","2004"
"0000008413","1.0","0000001213","REL","25","0","8","7","10","BTS-T","Stansell, Gary","{'fsnum': '7921', 'name': 'Stansell, Gary'}","200","25","","","","","Theology of Creation","","230","{'day': 'Mo', 'end': '10:00', 'location': 'BMC 102', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'BMC 102', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'BMC 102', 'start': '09:05'}","False","","1","C","20041","Research","2004"
"0000008414","1.0","0000001214","REL","31","0","8","15","8","BTS-T;WRI","Barbour, John","{'fsnum': '329', 'name': 'Barbour, John'}","200","25","","","","","God and Faith/Autobio","","233","{'day': 'Mo', 'end': '10:00', 'location': 'BMC 111', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'BMC 111', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'BMC 111', 'start': '09:05'}","False","A","1","C","20041","Research","2004"
"0000008415","1.0","0000001214","REL","23","1","13","4","5","BTS-T;WRI","Barbour, John","{'fsnum': '329', 'name': 'Barbour, John'}","200","25","","","","","God and Faith/Autobio","","233","{'day': 'Mo', 'end': '11:40', 'location': 'BMC 111', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'BMC 111', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'BMC 111', 'start': '10:45'}","False","B","1","C","20041","Research","2004"
"0000008416","1.0","0000001224","REL","21","0","3","1","17","HWC;ORC;WRI","Lindley, Susan","{'fsnum': '4813', 'name': 'Lindley, Susan'}","200","25","","","","","Religion in America","","260","{'day': 'Mo', 'end': '12:45', 'location': 'BMC 111', 'start': '23:50'};{'day': 'We', 'end': '12:45', 'location': 'BMC 111', 'start': '23:50'};{'day': 'Fr', 'end': '12:45', 'location': 'BMC 111', 'start': '23:50'}","False","","1","C","20041","Research","2004"
"0000008417","1.0","0000001234","REL","20","0","1","0","19","EIN;WRI","Reed, Barbara","{'fsnum': '6625', 'name': 'Reed, Barbara'}","200","20","","","","","Buddhism,Peace,Justic","","289","{'day': 'Mo', 'end': '13:50', 'location': 'BMC 101', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'BMC 101', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'BMC 101', 'start': '12:55'}","False","A","1","C","20041","Research","2004"
"0000008418","1.0","0000001234","REL","20","0","1","0","19","EIN;WRI","Reed, Barbara","{'fsnum': '6625', 'name': 'Reed, Barbara'}","200","18","","","","","Buddhism,Peace,Justic","","289","{'day': 'Mo', 'end': '14:55', 'location': 'BMC 101', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'BMC 101', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'BMC 101', 'start': '14:00'}","False","B","1","C","20041","Research","2004"
"0000008419","1.0","0000001236","REL","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","","","","","Academic Internship","","294","","True","","1","O","20041","Research","2004"
"0000008420","1.0","0000001238","REL","22","0","6","0","16","EIN;WRI","Schuurman, Douglas","{'fsnum': '7248', 'name': 'Schuurman, Douglas'}","200","18","","","","","Love,Justice,Soc Rel","","296","{'day': 'Tu', 'end': '13:10', 'location': 'BMC 101', 'start': '23:45'};{'day': 'Th', 'end': '13:05', 'location': 'BMC 101', 'start': '12:45'}","False","A","1","C","20041","Research","2004"
"0000008421","1.0","0000001238","REL","19","0","12","2","5","EIN;WRI","Schuurman, Douglas","{'fsnum': '7248', 'name': 'Schuurman, Douglas'}","200","18","","","","","Love,Justice,Soc Rel","","296","{'day': 'Tu', 'end': '14:45', 'location': 'BMC 101', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'BMC 101', 'start': '14:15'}","False","B","1","C","20041","Research","2004"
"0000008422","1.0","0000001239","REL","1","0","0","0","1","","Lund, Eric","{'fsnum': '4838', 'name': 'Lund, Eric'}","200","","","","","","IS/Jerusalem Conflict","","298","","False","","1","O","20041","Research","2004"
"0000008423","1.0","0000001239","REL","1","0","0","0","1","","Lund, Eric","{'fsnum': '4838', 'name': 'Lund, Eric'}","200","","","","","","IS/Quran Vs the Bible","","298","","False","A","1","O","20041","Research","2004"
"0000008424","1.0","0000001239","REL","1","0","0","0","1","","Schillinger, Jamie A.","{'fsnum': '15819', 'name': 'Schillinger, Jamie A.'}","200","","","","","","IS/Islam & Modernity","","298","","False","B","1","O","20041","Research","2004"
"0000008425","1.0","0000001239","REL","1","0","0","1","0","","Wilson, Charles","{'fsnum': '9090', 'name': 'Wilson, Charles'}","200","","","","","","IS/Hist Catholic Theo","","298","","False","C","1","O","20041","Research","2004"
"0000008426","1.0","0000001239","REL","1","0","0","0","1","","Schillinger, Jamie A.","{'fsnum': '15819', 'name': 'Schillinger, Jamie A.'}","200","","","","","","IS/Islamic Thought","","298","","False","D","1","O","20041","Research","2004"
"0000008427","1.0","0000001240","REL","20","0","10","3","7","BTS-T;WRI","Galbraith, Elizabeth C.","{'fsnum': '14954', 'name': 'Galbraith, Elizabeth C.'}","300","18","","","","","Roman Catholic Theol","","301","{'day': 'Tu', 'end': '11:00', 'location': 'BMC 102', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'BMC 102', 'start': '09:30'}","False","","1","C","20041","Research","2004"
"0000008428","1.0","0000001250","REL","13","0","2","0","11","","Hanson, James","{'fsnum': '3061', 'name': 'Hanson, James'}","300","15","","","","","Sem: Bible","","391","{'day': 'Tu', 'end': '13:10', 'location': 'BMC 109', 'start': '23:45'};{'day': 'Th', 'end': '14:05', 'location': 'BMC 109', 'start': '12:45'}","False","","1","C","20041","Seminar","2004"
"0000008429","1.0","0000001253","REL","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","300","","","","","","Academic Internship","","394","","True","","1","O","20041","Research","2004"
"0000008430","1.0","0000001257","REL","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","300","","","","","","IR/","","398","","False","","1","O","20041","Research","2004"
"0000008431","1.0","0000001257","REL","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","300","","","","","","IR/","","398","","False","A","1","O","20041","Research","2004"
"0000008432","1.0","0000001257","REL","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","300","","","","","","IR/","","398","","False","B","1","O","20041","Research","2004"
"0000008433","1.0","0000001257","REL","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","300","","","","","","IR/","","398","","False","C","1","O","20041","Research","2004"
"0000008434","1.0","0000001258","REL","14","0","3","1","10","WRI","Schillinger, Jamie A.","{'fsnum': '15819', 'name': 'Schillinger, Jamie A.'}","300","15","","","","","Thematic Seminar","","399","{'day': 'Mo', 'end': '12:45', 'location': 'BMC 109', 'start': '23:50'};{'day': 'We', 'end': '12:45', 'location': 'BMC 109', 'start': '23:50'};{'day': 'Fr', 'end': '12:45', 'location': 'BMC 109', 'start': '23:50'}","False","","1","O","20041","Seminar","2004"
"0000008435","1.0","0000001259","RUSSN","13","6","0","4","3","","Walter, Irina","{'fsnum': '8888', 'name': 'Walter, Irina'}","100","10","","","","","Beginning Russian I","","111","{'day': 'Mo', 'end': '12:45', 'location': 'OM 004', 'start': '23:50'};{'day': 'We', 'end': '12:45', 'location': 'OM 004', 'start': '23:50'};{'day': 'Fr', 'end': '12:45', 'location': 'OM 004', 'start': '23:50'};{'day': 'Tu', 'end': '12:45', 'location': 'OM 030', 'start': '23:50'}","False","A","1","C","20041","Research","2004"
"0000008436","1.0","0000001259","RUSSN","6","6","0","0","0","","Walter, Irina","{'fsnum': '8888', 'name': 'Walter, Irina'}","100","10","","","","","Beginning Russian I","","111","{'day': 'Mo', 'end': '14:55', 'location': 'OM 002', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'OM 002', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'OM 002', 'start': '14:00'};{'day': 'Tu', 'end': '12:45', 'location': 'OM 030', 'start': '23:50'}","False","B","1","O","20041","Research","2004"
"0000008437","1.0","0000001259","RUSSN","4","3","1","0","0","","Walter, Irina","{'fsnum': '8888', 'name': 'Walter, Irina'}","100","10","","","","","Beginning Russian I","","111","{'day': 'Mo', 'end': '12:45', 'location': 'OM 004', 'start': '23:50'};{'day': 'We', 'end': '12:45', 'location': 'OM 004', 'start': '23:50'};{'day': 'Fr', 'end': '12:45', 'location': 'OM 004', 'start': '23:50'};{'day': 'Tu', 'end': '14:55', 'location': 'OM 001', 'start': '14:00'}","False","C","1","O","20041","Research","2004"
"0000008438","1.0","0000001259","RUSSN","7","6","0","1","0","","Walter, Irina","{'fsnum': '8888', 'name': 'Walter, Irina'}","100","10","","","","","Beginning Russian I","","111","{'day': 'Mo', 'end': '14:55', 'location': 'OM 002', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'OM 002', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'OM 002', 'start': '14:00'};{'day': 'Tu', 'end': '14:55', 'location': 'OM 001', 'start': '14:00'}","False","D","1","O","20041","Research","2004"
"0000008439","1.0","0000001263","RUSSN","15","3","4","4","4","HWC;ORC;WRI","Geffert, Bryn","{'fsnum': '2511', 'name': 'Geffert, Bryn'}","100","25","","","","","The Russian World","","124","{'day': 'Mo', 'end': '10:00', 'location': 'HH 302', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'HH 302', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'HH 302', 'start': '09:05'}","False","","1","O","20041","Research","2004"
"0000008440","1.0","0000001264","RUSSN","10","0","3","6","1","FOL-R","Robinson, Marc","{'fsnum': '6710', 'name': 'Robinson, Marc'}","200","10","","","","","Intermed Russian I","","231","{'day': 'Mo', 'end': '12:45', 'location': 'OM 035', 'start': '23:50'};{'day': 'We', 'end': '12:45', 'location': 'OM 035', 'start': '23:50'};{'day': 'Fr', 'end': '12:45', 'location': 'OM 035', 'start': '23:50'};{'day': 'Tu', 'end': '12:45', 'location': 'OM 002', 'start': '23:50'}","False","A","1","C","20041","Research","2004"
"0000008441","1.0","0000001264","RUSSN","7","0","2","4","1","FOL-R","Robinson, Marc","{'fsnum': '6710', 'name': 'Robinson, Marc'}","200","10","","","","","Intermed Russian I","","231","{'day': 'Mo', 'end': '10:00', 'location': 'OM 020', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'OM 020', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'OM 020', 'start': '09:05'};{'day': 'Tu', 'end': '12:45', 'location': 'OM 002', 'start': '23:50'}","False","B","1","O","20041","Research","2004"
"0000008442","1.0","0000001264","RUSSN","2","0","0","2","0","FOL-R","Robinson, Marc","{'fsnum': '6710', 'name': 'Robinson, Marc'}","200","10","","","","","Intermed Russian I","","231","{'day': 'Mo', 'end': '12:45', 'location': 'OM 035', 'start': '23:50'};{'day': 'We', 'end': '12:45', 'location': 'OM 035', 'start': '23:50'};{'day': 'Fr', 'end': '12:45', 'location': 'OM 035', 'start': '23:50'};{'day': 'Tu', 'end': '08:55', 'location': 'OM 011', 'start': '08:00'}","False","C","1","O","20041","Research","2004"
"0000008443","1.0","0000001264","RUSSN","3","0","1","2","0","FOL-R","Robinson, Marc","{'fsnum': '6710', 'name': 'Robinson, Marc'}","200","10","","","","","Intermed Russian I","","231","{'day': 'Mo', 'end': '10:00', 'location': 'OM 020', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'OM 020', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'OM 020', 'start': '09:05'};{'day': 'Tu', 'end': '08:55', 'location': 'OM 011', 'start': '08:00'}","False","D","1","O","20041","Research","2004"
"0000008444","1.0","0000001269","RUSSN","10","0","8","1","1","FOL-R","Walter, Irina","{'fsnum': '8888', 'name': 'Walter, Irina'}","200","15","","","","","Conversation & Comp","","251","{'day': 'Mo', 'end': '13:50', 'location': 'OM 003', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'OM 003', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'OM 003', 'start': '12:55'}","False","","1","O","20041","Research","2004"
"0000008445","1.0","0000001274","RUSSN","16","0","9","1","6","ALS-A","Robinson, Marc","{'fsnum': '6710', 'name': 'Robinson, Marc'}","200","25","","","","","Intro Russian Film-Tr","","265","{'day': 'Mo', 'end': '11:40', 'location': 'OM 011', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'OM 011', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'OM 011', 'start': '10:45'}","False","","1","O","20041","Research","2004"
"0000008446","1.0","0000001275","RUSSN","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","","","","","Academic Internship","","294","","True","","1","O","20041","Research","2004"
"0000008447","1.0","0000001276","RUSSN","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","","","","","IS/","","298","","False","","1","O","20041","Research","2004"
"0000008448","1.0","0000001276","RUSSN","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","","","","","IS/","","298","","False","A","1","O","20041","Research","2004"
"0000008449","1.0","0000001279","RUSSN","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","300","","","","","","Academic Internship","","394","","True","","1","O","20041","Research","2004"
"0000008450","1.0","0000001280","RUSSN","1","0","0","0","1","","Robinson, Marc","{'fsnum': '6710', 'name': 'Robinson, Marc'}","300","","","","","","IR/Russian Art Theory","","398","","False","","1","O","20041","Research","2004"
"0000008451","1.0","0000001285","RUSST","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","300","","","","","","IR/","","398","","False","","1","O","20041","Research","2004"
"0000008452","1.0","0000001289","SOAN","25","13","2","7","3","HBS;MCS-D","Peterson, Samiha","{'fsnum': '6309', 'name': 'Peterson, Samiha'}","100","25","","0","3","0","Intro to Sociology","","121","{'day': 'Tu', 'end': '09:25', 'location': 'HH 403', 'start': '08:00'};{'day': 'Th', 'end': '09:20', 'location': 'HH 403', 'start': '08:00'}","False","A","1","C","20041","Research","2004"
"0000008453","1.0","0000001289","SOAN","27","5","5","12","5","HBS;MCS-D","Peterson, Samiha","{'fsnum': '6309', 'name': 'Peterson, Samiha'}","100","25","","0","4","0","Intro to Sociology","","121","{'day': 'Tu', 'end': '11:00', 'location': 'HH 403', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'HH 403', 'start': '09:30'}","False","B","1","C","20041","Research","2004"
"0000008454","1.0","0000001289","SOAN","33","25","1","3","4","HBS;MCS-D","DeVries, Raymond","{'fsnum': '1367', 'name': 'DeVries, Raymond'}","100","25","","","","","Intro to Sociology","","121","{'day': 'Tu', 'end': '09:25', 'location': 'OM 031', 'start': '08:00'};{'day': 'Th', 'end': '09:20', 'location': 'OM 031', 'start': '08:00'}","False","C","1","C","20041","Research","2004"
"0000008455","1.0","0000001294","SOAN","29","14","3","7","5","HBS;MCS-G","Chiappari, Chris L.","{'fsnum': '10036', 'name': 'Chiappari, Chris L.'}","100","25","","0","8","0","Int/Cult Anthropology","","128","{'day': 'Tu', 'end': '09:25', 'location': 'SC 188', 'start': '08:00'};{'day': 'Th', 'end': '09:20', 'location': 'SC 188', 'start': '08:00'}","False","A","1","C","20041","Research","2004"
"0000008456","1.0","0000001294","SOAN","30","9","5","10","6","HBS;MCS-G","Chiappari, Chris L.","{'fsnum': '10036', 'name': 'Chiappari, Chris L.'}","100","25","","0","8","0","Int/Cult Anthropology","","128","{'day': 'Tu', 'end': '11:00', 'location': 'SC 188', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'SC 188', 'start': '09:30'}","False","B","1","C","20041","Research","2004"
"0000008457","1.0","0000001300","SOAN","20","1","4","10","5","HBS;MCS-D","Arndt, Grant P.","{'fsnum': '16655', 'name': 'Arndt, Grant P.'}","200","25","","","","","Contemp Native Am","","235","{'day': 'Mo', 'end': '13:50', 'location': 'SH 001', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'SH 001', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'SH 001', 'start': '12:55'}","False","A","1","C","20041","Research","2004"
"0000008458","1.0","0000001300","SOAN","14","0","2","8","4","HBS;MCS-D","Arndt, Grant P.","{'fsnum': '16655', 'name': 'Arndt, Grant P.'}","200","25","","","","","Contemp Native Am","","235","{'day': 'Mo', 'end': '14:55', 'location': 'SH 001', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'SH 001', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'SH 001', 'start': '14:00'}","False","B","1","O","20041","Research","2004"
"0000008459","1.0","0000001302","SOAN","29","1","9","11","8","HBS;MCS-G","Chiappari, Chris L.","{'fsnum': '10036', 'name': 'Chiappari, Chris L.'}","200","29","","","","","Latin Am Culture","","237","{'day': 'Tu', 'end': '14:45', 'location': 'HH 307', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'HH 307', 'start': '14:15'}","False","","1","C","20041","Research","2004"
"0000008460","0.25","0000016218","SOAN","14","1","6","4","3","","Narváez, León","{'fsnum': '5471', 'name': 'Narváez, León'}","200","10","","","","","FLC - Spanish","","237","","False","L","1","C","20041","FLAC","2004"
"0000008461","1.0","0000001304","SOAN","27","0","10","5","12","HBS;MCS-G","Williamson, Thomas A.","{'fsnum': '14223', 'name': 'Williamson, Thomas A.'}","200","25","","","","","Global Interdepend","","241","{'day': 'Mo', 'end': '13:50', 'location': 'SH 002', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'SH 002', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'SH 002', 'start': '12:55'}","False","","1","C","20041","Research","2004"
"0000008462","1.0","0000001306","SOAN","30","1","13","1","15","HBS;MCS-D","Arndt, Grant P.","{'fsnum': '16655', 'name': 'Arndt, Grant P.'}","200","30","","","","","Race/Class-Am Culture","","244","{'day': 'Mo', 'end': '12:45', 'location': 'RML 577', 'start': '23:50'};{'day': 'We', 'end': '12:45', 'location': 'RML 577', 'start': '23:50'};{'day': 'Fr', 'end': '12:45', 'location': 'RML 577', 'start': '23:50'}","False","","1","C","20041","Research","2004"
"0000008463","1.0","0000001308","SOAN","26","0","8","8","10","HBS","Leming, Michael","{'fsnum': '4762', 'name': 'Leming, Michael'}","200","25","","","","","Dying,Death,Bereave","","248","{'day': 'Tu', 'end': '13:10', 'location': 'HH 301', 'start': '23:45'};{'day': 'Th', 'end': '14:05', 'location': 'HH 301', 'start': '12:45'}","False","","1","C","20041","Research","2004"
"0000008464","1.0","0000001310","SOAN","25","1","5","4","15","HBS;MCS-D","Leming, Michael","{'fsnum': '4762', 'name': 'Leming, Michael'}","200","25","","","","","Marriage & the Family","","260","{'day': 'Mo', 'end': '10:00', 'location': 'SH 001', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'SH 001', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'SH 001', 'start': '09:05'}","False","A","1","C","20041","Research","2004"
"0000008465","1.0","0000001310","SOAN","28","1","6","4","17","HBS;MCS-D","Leming, Michael","{'fsnum': '4762', 'name': 'Leming, Michael'}","200","25","","","","","Marriage & the Family","","260","{'day': 'Mo', 'end': '11:40', 'location': 'TB 216', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'TB 216', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'TB 216', 'start': '10:45'}","False","B","1","C","20041","Research","2004"
"0000008466","1.0","0000002439","SOAN","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","200","0","0","0","0","0","Trad Chg Contemp Asia","","281","","False","","1","O","20041","Research","2004"
"0000008467","1.0","0000001314","SOAN","18","0","8","7","3","","Williamson, Thomas A.","{'fsnum': '14223', 'name': 'Williamson, Thomas A.'}","200","18","","","","","Anthropologic Theory","","292","{'day': 'Mo', 'end': '11:40', 'location': 'RML 520', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'RML 520', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'RML 520', 'start': '10:45'}","False","","1","C","20041","Research","2004"
"0000008468","1.0","0000001315","SOAN","1","0","0","0","1","","Chiappari, Chris L.","{'fsnum': '10036', 'name': 'Chiappari, Chris L.'}","200","","","","","","Academic Internship","","294","","True","","1","O","20041","Research","2004"
"0000008469","1.0","0000001316","SOAN","1","0","0","0","1","","Chiappari, Chris L.","{'fsnum': '10036', 'name': 'Chiappari, Chris L.'}","200","","","","","","IS/Religion/Activism","","298","","False","","1","O","20041","Research","2004"
"0000008470","1.0","0000001316","SOAN","1","0","1","0","0","WRI","Chiappari, Chris L.","{'fsnum': '10036', 'name': 'Chiappari, Chris L.'}","200","","","","","","IS/Culture-Economics","","298","","False","A","1","O","20041","Research","2004"
"0000008471","1.0","0000001316","SOAN","1","0","0","0","1","","Arndt, Grant P.","{'fsnum': '16655', 'name': 'Arndt, Grant P.'}","200","","","","","","IS/Cont Nat Amer Spir","","298","","False","B","1","O","20041","Research","2004"
"0000008472","1.0","0000001317","SOAN","19","0","10","0","9","","DeVries, Raymond","{'fsnum': '1367', 'name': 'DeVries, Raymond'}","300","18","","","","","Found Soc Sci Resrch","","371","{'day': 'Tu', 'end': '14:45', 'location': 'HH 515', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'HH 515', 'start': '14:15'}","False","","1","C","20041","Research","2004"
"0000008473","1.0","0000001319","SOAN","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","300","","","","","","Academic Internship","","394","","True","","1","O","20041","Research","2004"
"0000008474","1.0","0000001324","SPAN","15","4","1","4","6","","Olson, Barbara","{'fsnum': '15750', 'name': 'Olson, Barbara'}","100","22","","","","","Beginning Spanish I","","111","{'day': 'Mo', 'end': '08:55', 'location': 'OM 020', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'OM 020', 'start': '08:00'};{'day': 'Fr', 'end': '08:55', 'location': 'OM 020', 'start': '08:00'}","False","","1","C","20041","Research","2004"
"0000008475","1.0","0000001325","SPAN","22","19","0","2","1","","Olson, Barbara","{'fsnum': '15750', 'name': 'Olson, Barbara'}","100","22","","","","","Beginning Spanish II","","112","{'day': 'Mo', 'end': '11:40', 'location': 'OM 020', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'OM 020', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'OM 020', 'start': '10:45'}","False","A","1","C","20041","Research","2004"
"0000008476","1.0","0000001325","SPAN","17","13","0","1","3","","Olson, Barbara","{'fsnum': '15750', 'name': 'Olson, Barbara'}","100","22","","","","","Beginning Spanish II","","112","{'day': 'Mo', 'end': '12:45', 'location': 'OM 020', 'start': '23:50'};{'day': 'We', 'end': '12:45', 'location': 'OM 020', 'start': '23:50'};{'day': 'Fr', 'end': '12:45', 'location': 'OM 020', 'start': '23:50'}","False","B","1","O","20041","Research","2004"
"0000008477","1.0","0000001325","SPAN","19","16","0","2","1","","McClanahan, Joseph","{'fsnum': '15807', 'name': 'McClanahan, Joseph'}","100","22","","","","","Beginning Spanish II","","112","{'day': 'Mo', 'end': '14:55', 'location': 'OM 020', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'OM 020', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'OM 020', 'start': '14:00'}","False","C","1","O","20041","Research","2004"
