"clbid","credits","crsid","department","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","name","number","pn","section","semester","status","term","type","year"
"0000018816","1.0","0000000733","MATH","3","0","2","0","1","MAR","Hanson, Bruce","{'fsnum': '3033', 'name': 'Hanson, Bruce'}","100","","Calculus II","126","False","","4","O","19954","Research","1995"
"0000018817","1.0","0000000745","MATH","5","1","1","2","1","","Hanson, Bruce","{'fsnum': '3033', 'name': 'Hanson, Bruce'}","200","","Elem Real Analysis","244","False","","4","O","19954","Research","1995"
"0000018818","1.0","0000000803","MUSIC","1","1","0","0","0","ALS-A","Forsberg, Charles","{'fsnum': '2241', 'name': 'Forsberg, Charles'}","100","","The Music Spectrum","130","False","","4","O","19954","Research","1995"
"0000018819","1.0","0000000822","MUSIC","3","0","0","2","1","ALS-A","Hamlin, Peter S.","{'fsnum': '2958', 'name': 'Hamlin, Peter S.'}","200","","Composition I","223","False","","4","O","19954","Research","1995"
"0000018820","1.0","0000001974","MUSIC","2","0","2","0","0","ALS-A","Carter, David","{'fsnum': '973', 'name': 'Carter, David'}","200","","The Art of Music","230","False","","4","O","19954","Research","1995"
"0000018821","0.25","0000001986","MUSIC","2","0","0","0","2","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","Church Serv Playing","262","False","","4","O","19954","Research","1995"
"0000018822","1.0","0000000851","MUSIC","2","0","2","0","0","","Hamlin, Peter S.","{'fsnum': '2958', 'name': 'Hamlin, Peter S.'}","300","","Composition II","324","False","","4","O","19954","Research","1995"
"0000018823","1.0","0000000926","NORW","1","0","0","0","1","FOL-N","Zempel, Solveig","{'fsnum': '9184', 'name': 'Zempel, Solveig'}","200","","Intermed Norwegian I","231","False","","4","C","19954","Research","1995"
"0000018827","0.25","0000000995","PEAC","1","0","0","0","1","PHA","Staff","{'fsnum': '', 'name': 'Staff'}","100","","Individualized Phy Ed","100","False","","4","C","19954","Research","1995"
"0000018828","0.25","0000002185","PEAC","9","0","3","2","4","PHA","Staff","{'fsnum': '', 'name': 'Staff'}","100","","Individual Fitness","132","False","","4","O","19954","Research","1995"
"0000018824","1.0","0000000980","PHIL","5","0","4","0","1","EIN;WRI","Fairbanks, Rick A.","{'fsnum': '2022', 'name': 'Fairbanks, Rick A.'}","200","","Law,Politics,Morality","254","False","","4","O","19954","Research","1995"
"0000018825","1.0","0000000992","PHIL","1","0","1","0","0","","Taliaferro, Charles","{'fsnum': '8230', 'name': 'Taliaferro, Charles'}","300","","Internship","394","True","","4","O","19954","Research","1995"
"0000018826","1.0","0000000993","PHIL","1","0","1","0","0","","Fairbanks, Rick A.","{'fsnum': '2022', 'name': 'Fairbanks, Rick A.'}","300","","IR/Aristotle & Virtue","398","False","","4","O","19954","Research","1995"
"0000018829","1.0","0000001072","PHYS","11","0","1","8","2","NSC;NSL","Kolan, Amy","{'fsnum': '4480', 'name': 'Kolan, Amy'}","100","20","Principles Physics I","124","False","","4","O","19954","Research","1995"
"0000018830","","0000001073","PHYS","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","100","20","Prin Physics I/Lab","124","False","","4","O","19954","Lab","1995"
"0000018831","1.0","0000001151","PSCI","1","0","0","1","0","","Hofrenning, Dan","{'fsnum': '3418', 'name': 'Hofrenning, Dan'}","300","","Internship","394","True","","4","O","19954","Research","1995"
"0000018832","1.0","0000001154","PSYCH","2","1","0","0","1","HBS;NST","Sherman, Bonnie","{'fsnum': '7475', 'name': 'Sherman, Bonnie'}","100","","Prin: Experimental Psy","123","False","","4","O","19954","Research","1995"
"0000018833","1.0","0000001179","PSYCH","1","0","1","0","0","","Sundby, Mark","{'fsnum': '8134', 'name': 'Sundby, Mark'}","200","","IS/Head Start Program","298","False","","4","O","19954","Research","1995"
"0000018834","1.0","0000001188","PSYCH","1","0","1","0","0","","Anderson, Deborah","{'fsnum': '186', 'name': 'Anderson, Deborah'}","300","","Internship","394","True","","4","O","19954","Research","1995"
"0000018835","1.0","0000001201","REL","7","0","1","2","4","BTS-T;WRI","Lindley, Susan","{'fsnum': '4813', 'name': 'Lindley, Susan'}","200","","Types Protestantism","215","False","","4","O","19954","Research","1995"
"0000018836","1.0","0000002321","REL","7","0","3","2","2","HWC;MCS-D;WRI","Lindley, Susan","{'fsnum': '4813', 'name': 'Lindley, Susan'}","200","","Women Judaism/Christ","264","False","","4","O","19954","Research","1995"
"0000018837","1.0","0000001294","SOAN","6","0","2","2","2","HBS;MCS-G","","","100","","Int/Cult Anthropology","128","False","","4","O","19954","Research","1995"
"0000018838","1.0","0000001317","SOAN","4","0","3","1","0","","DeVries, Raymond","{'fsnum': '1367', 'name': 'DeVries, Raymond'}","300","","Found Soc Sci Resrch","371","False","","4","O","19954","Research","1995"
"0000018839","1.0","0000001324","SPAN","2","0","0","1","1","","Odd, Joan","{'fsnum': '5798', 'name': 'Odd, Joan'}","100","","Beginning Spanish I","111","False","","4","O","19954","Research","1995"
"0000018844","1.0","0000001409","STAT","1","0","1","0","0","","Single, Richard","{'fsnum': '7499', 'name': 'Single, Richard'}","200","","Internship","294","True","","4","O","19954","Research","1995"
"0000018840","1.0","0000000792","THEAT","1","0","0","0","1","HBS","Staff","{'fsnum': '', 'name': 'Staff'}","100","","Mass Media","160","False","","4","O","19954","Research","1995"
"0000018841","1.0","0000002467","THEAT","4","1","2","0","1","WRI","","","200","","Public Rel/Prof Sport","222","False","","4","O","19954","Research","1995"
"0000018842","1.0","0000001394","THEAT","2","0","0","2","0","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","Internship","294","True","","4","O","19954","Research","1995"
"0000018843","1.0","0000001400","THEAT","1","0","1","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","300","","Internship","394","True","","4","O","19954","Research","1995"
"0000018845","1.0","0000001417","URBAN","1","0","1","0","0","","Hofrenning, Dan","{'fsnum': '3418', 'name': 'Hofrenning, Dan'}","300","","Internship","394","True","","4","O","19954","Research","1995"

